action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Bank Shot,Jump Shot,388,21000858,34.0303,-68,14,-118.3378,5,4,0,2010-11,32,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-02-23,LAL @ POR,POR,17580
Jump Shot,Jump Shot,415,21000858,33.8953,-86,149,-118.3558,2,4,0,2010-11,37,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-02-23,LAL @ POR,POR,17582
Jump Shot,Jump Shot,330,21000871,33.8383,65,206,-118.2048,5,3,0,2010-11,56,21,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-02-25,LAL vs. LAC,LAC,17596
Jump Shot,Jump Shot,333,21000871,33.8853,-95,159,-118.3648,5,3,0,2010-11,20,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-02-25,LAL vs. LAC,LAC,17597
Driving Layup Shot,Layup,377,21000871,34.0213,-15,23,-118.2848,0,3,0,2010-11,14,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-02-25,LAL vs. LAC,LAC,17602
Floating Jump shot,Jump Shot,350,21000880,34.0003,75,44,-118.1948,11,4,0,2010-11,21,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-02-27,LAL @ OKC,OKC,17614
Turnaround Fadeaway shot,Jump Shot,451,21000880,34.0293,-160,15,-118.4298,0,4,0,2010-11,56,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-02-27,LAL @ OKC,OKC,17623
Pullup Jump shot,Jump Shot,457,21000880,33.8683,114,176,-118.1558,0,4,0,2010-11,27,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-02-27,LAL @ OKC,OKC,17624
Pullup Jump shot,Jump Shot,59,21000900,34.0133,-146,31,-118.4158,6,1,0,2010-11,35,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-03-01,LAL @ MIN,MIN,17627
Jump Shot,Jump Shot,63,21000900,33.9013,-204,143,-118.4738,6,1,0,2010-11,5,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-01,LAL @ MIN,MIN,17628
Jump Shot,Jump Shot,214,21000900,34.0253,176,19,-118.0938,3,2,0,2010-11,16,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-01,LAL @ MIN,MIN,17630
Driving Finger Roll Layup Shot,Layup,262,21000900,34.0433,13,1,-118.2568,9,3,0,2010-11,50,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-01,LAL @ MIN,MIN,17634
Jump Shot,Jump Shot,342,21000900,33.8133,-76,231,-118.3458,1,3,0,2010-11,57,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-01,LAL @ MIN,MIN,17640
Layup Shot,Layup,87,21000924,34.0413,-24,3,-118.2938,2,1,0,2010-11,9,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-04,LAL vs. CHA,CHA,17652
Jump Shot,Jump Shot,219,21000924,33.9583,-64,86,-118.3338,2,2,0,2010-11,24,10,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-03-04,LAL vs. CHA,CHA,17657
Jump Shot,Jump Shot,303,21000924,33.9693,-37,75,-118.3068,7,3,0,2010-11,37,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-03-04,LAL vs. CHA,CHA,17661
Jump Shot,Jump Shot,317,21000924,33.8613,182,183,-118.0878,6,3,0,2010-11,53,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-04,LAL vs. CHA,CHA,17662
Jump Shot,Jump Shot,385,21000924,33.7843,39,260,-118.2308,0,3,0,2010-11,51,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-04,LAL vs. CHA,CHA,17666
Running Bank shot,Bank Shot,219,21000932,34.0213,32,23,-118.2378,0,2,0,2010-11,50,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-06,LAL @ SAS,SAS,17682
Layup Shot,Layup,312,21000932,34.0303,9,14,-118.2608,3,3,0,2010-11,6,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-06,LAL @ SAS,SAS,17688
Fadeaway Jump Shot,Jump Shot,56,21000947,34.0243,181,20,-118.0888,4,1,0,2010-11,14,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-08,LAL @ ATL,ATL,17693
Jump Shot,Jump Shot,298,21000947,33.8583,36,186,-118.2338,4,3,0,2010-11,50,18,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-08,LAL @ ATL,ATL,17705
Jump Shot,Jump Shot,4,21000964,33.8493,40,195,-118.2298,11,1,0,2010-11,18,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-10,LAL @ MIA,MIA,17711
Jump Shot,Jump Shot,96,21000964,33.8863,-189,158,-118.4588,2,1,0,2010-11,26,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-10,LAL @ MIA,MIA,17715
Jump Shot,Jump Shot,203,21000964,33.9183,151,126,-118.1188,5,2,0,2010-11,9,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-10,LAL @ MIA,MIA,17717
Jump Shot,Jump Shot,265,21000964,33.9283,-109,116,-118.3788,10,3,0,2010-11,44,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-03-10,LAL @ MIA,MIA,17721
Jump Shot,Jump Shot,476,21000964,33.8663,218,178,-118.0518,2,4,0,2010-11,26,28,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-10,LAL @ MIA,MIA,17728
Jump Shot,Jump Shot,196,21000982,33.9013,-204,143,-118.4738,4,2,0,2010-11,39,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-12,LAL @ DAL,DAL,17737
Jump Shot,Jump Shot,305,21000982,34.0053,204,39,-118.0658,5,3,0,2010-11,56,20,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-12,LAL @ DAL,DAL,17745
Jump Shot,Jump Shot,47,21000999,33.9263,130,118,-118.1398,7,1,0,2010-11,3,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-14,LAL vs. ORL,ORL,17755
Pullup Jump shot,Jump Shot,291,21000999,34.0193,47,25,-118.2228,8,3,0,2010-11,1,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-14,LAL vs. ORL,ORL,17764
Jump Shot,Jump Shot,93,21001028,33.8913,-141,153,-118.4108,3,1,0,2010-11,28,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-18,LAL vs. MIN,MIN,17774
Jump Shot,Jump Shot,494,21001028,33.7903,-111,254,-118.3808,4,4,0,2010-11,18,27,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-18,LAL vs. MIN,MIN,17785
Running Jump Shot,Jump Shot,512,21001028,33.9423,-59,102,-118.3288,3,4,0,2010-11,3,11,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-03-18,LAL vs. MIN,MIN,17786
Jump Shot,Jump Shot,56,21001043,33.8253,151,219,-118.1188,6,1,0,2010-11,56,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-20,LAL vs. POR,POR,17789
Jump Shot,Jump Shot,425,21001043,33.9233,230,121,-118.0398,6,4,0,2010-11,22,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-20,LAL vs. POR,POR,17802
Floating Jump shot,Jump Shot,52,21001053,33.9703,-21,74,-118.2908,6,1,0,2010-11,40,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-22,LAL vs. PHX,PHX,17810
Running Jump Shot,Jump Shot,292,21001053,33.9363,-2,108,-118.2718,6,3,0,2010-11,50,10,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-03-22,LAL vs. PHX,PHX,17819
Jump Shot,Jump Shot,437,21001053,33.9833,-26,61,-118.2958,2,4,0,2010-11,26,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-22,LAL vs. PHX,PHX,17825
Jump Shot,Jump Shot,466,21001053,34.0573,-204,-13,-118.4738,4,5,0,2010-11,33,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-22,LAL vs. PHX,PHX,17828
Jump Shot,Jump Shot,573,21001053,34.0213,-46,23,-118.3158,0,6,0,2010-11,36,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-22,LAL vs. PHX,PHX,17833
Running Jump Shot,Jump Shot,43,21001080,34.0003,42,44,-118.2278,6,1,0,2010-11,47,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17841
Jump Shot,Jump Shot,48,21001080,33.8913,72,153,-118.1978,6,1,0,2010-11,13,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17842
Jump Shot,Jump Shot,66,21001080,34.0333,-117,11,-118.3868,4,1,0,2010-11,24,11,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17844
Jump Shot,Jump Shot,205,21001080,33.8523,162,192,-118.1078,2,2,0,2010-11,38,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17849
Jump Shot,Jump Shot,347,21001080,33.8663,72,178,-118.1978,4,3,0,2010-11,10,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17855
Driving Slam Dunk Shot,Dunk,463,21001080,34.0183,-16,26,-118.2858,7,4,0,2010-11,23,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-25,LAL vs. LAC,LAC,17857
Jump Shot,Jump Shot,19,21001094,33.8093,-105,235,-118.3748,9,1,0,2010-11,26,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-27,LAL vs. NOH,NOH,17861
Jump Shot,Jump Shot,58,21001094,33.9503,129,94,-118.1408,5,1,0,2010-11,15,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-03-27,LAL vs. NOH,NOH,17863
Jump Shot,Jump Shot,91,21001094,33.8443,171,200,-118.0988,1,1,0,2010-11,14,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-27,LAL vs. NOH,NOH,17868
Turnaround Fadeaway shot,Jump Shot,334,21001094,34.0033,121,41,-118.1488,4,3,0,2010-11,28,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-03-27,LAL vs. NOH,NOH,17876
Jump Shot,Jump Shot,466,21001094,33.8903,-142,154,-118.4118,3,4,0,2010-11,36,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-27,LAL vs. NOH,NOH,17882
Jump Shot,Jump Shot,2,21001119,33.8243,135,220,-118.1348,11,1,0,2010-11,41,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-31,LAL vs. DAL,DAL,17885
Jump Shot,Jump Shot,198,21001119,33.8823,147,162,-118.1228,4,2,0,2010-11,9,21,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-03-31,LAL vs. DAL,DAL,17893
Jump Shot,Jump Shot,229,21001119,33.8173,-127,227,-118.3968,2,2,0,2010-11,17,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-03-31,LAL vs. DAL,DAL,17894
Jump Bank Shot,Jump Shot,374,21001119,34.0243,61,20,-118.2088,3,3,0,2010-11,6,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-03-31,LAL vs. DAL,DAL,17902
Jump Shot,Jump Shot,2,21001132,33.8003,-10,244,-118.2798,11,1,0,2010-11,41,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-04-01,LAL @ UTA,UTA,17906
Layup Shot,Layup,199,21001132,34.0433,21,1,-118.2488,4,2,0,2010-11,42,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-01,LAL @ UTA,UTA,17911
Jump Shot,Jump Shot,435,21001132,33.9663,177,78,-118.0928,4,4,0,2010-11,7,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-04-01,LAL @ UTA,UTA,17917
Jump Shot,Jump Shot,19,21001139,34.0103,20,34,-118.2498,10,1,0,2010-11,2,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-03,LAL vs. DEN,DEN,17921
Jump Shot,Jump Shot,498,21001139,33.9453,-46,99,-118.3158,5,4,0,2010-11,50,10,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-04-03,LAL vs. DEN,DEN,17941
Jump Shot,Jump Shot,551,21001139,34.0143,159,30,-118.1108,0,4,0,2010-11,29,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-04-03,LAL vs. DEN,DEN,17945
Jump Shot,Jump Shot,297,21001161,34.0033,47,41,-118.2228,10,3,0,2010-11,17,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-05,LAL vs. UTA,UTA,17949
Jump Shot,Jump Shot,362,21001161,33.8023,-59,242,-118.3288,4,3,0,2010-11,37,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-04-05,LAL vs. UTA,UTA,17954
Jump Shot,Jump Shot,474,21001161,33.8543,-86,190,-118.3558,7,4,0,2010-11,28,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-04-05,LAL vs. UTA,UTA,17957
Driving Layup Shot,Layup,482,21001161,34.0403,-27,4,-118.2968,6,4,0,2010-11,55,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-05,LAL vs. UTA,UTA,17958
Jump Shot,Jump Shot,496,21001161,33.9123,-101,132,-118.3708,5,4,0,2010-11,0,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-04-05,LAL vs. UTA,UTA,17960
Pullup Jump shot,Jump Shot,4,21001187,33.9703,43,74,-118.2268,11,1,0,2010-11,25,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-04-08,LAL @ POR,POR,17985
Layup Shot,Layup,241,21001187,34.0473,23,-3,-118.2468,8,3,0,2010-11,23,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-08,LAL @ POR,POR,18000
Fadeaway Jump Shot,Jump Shot,270,21001187,33.9833,2,61,-118.2678,6,3,0,2010-11,35,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-08,LAL @ POR,POR,18002
Jump Shot,Jump Shot,439,21001187,33.8553,-204,189,-118.4738,1,4,0,2010-11,34,27,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-04-08,LAL @ POR,POR,18008
Jump Shot,Jump Shot,86,21001201,33.9063,0,138,-118.2698,3,1,0,2010-11,6,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-04-10,LAL vs. OKC,OKC,18014
Driving Dunk Shot,Dunk,89,21001201,34.0253,-4,19,-118.2738,3,1,0,2010-11,0,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-10,LAL vs. OKC,OKC,18015
Jump Shot,Jump Shot,250,21001201,33.9883,-19,56,-118.2888,1,2,0,2010-11,14,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-10,LAL vs. OKC,OKC,18019
Jump Shot,Jump Shot,278,21001201,33.8723,91,172,-118.1788,11,3,0,2010-11,40,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-04-10,LAL vs. OKC,OKC,18021
Jump Shot,Jump Shot,490,21001201,34.0223,23,22,-118.2468,5,4,0,2010-11,16,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-10,LAL vs. OKC,OKC,18026
Jump Shot,Jump Shot,8,21001215,33.8933,211,151,-118.0588,11,1,0,2010-11,14,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-04-12,LAL vs. SAS,SAS,18029
Turnaround Fadeaway shot,Jump Shot,52,21001215,33.9263,69,118,-118.2008,5,1,0,2010-11,49,13,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-04-12,LAL vs. SAS,SAS,18034
Jump Shot,Jump Shot,152,21001215,33.8113,113,233,-118.1568,10,2,0,2010-11,3,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-04-12,LAL vs. SAS,SAS,18035
Layup Shot,Layup,162,21001215,34.0183,4,26,-118.2658,8,2,0,2010-11,23,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-12,LAL vs. SAS,SAS,18036
Driving Layup Shot,Layup,255,21001215,34.0253,15,19,-118.2548,1,2,0,2010-11,36,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-04-12,LAL vs. SAS,SAS,18039
Jump Shot,Jump Shot,459,21001230,34.0443,106,0,-118.1638,2,4,0,2010-11,28,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-04-13,LAL @ SAC,SAC,18066
Jump Shot,Jump Shot,68,21100003,33.8633,86,181,-118.1838,4,1,0,2011-12,31,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-12-25,LAL vs. CHI,CHI,18076
Jump Shot,Jump Shot,349,21100003,34.0053,45,39,-118.2248,2,3,0,2011-12,8,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-12-25,LAL vs. CHI,CHI,18089
Jump Shot,Jump Shot,79,21100015,33.9783,0,66,-118.2698,2,1,0,2011-12,35,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-12-26,LAL @ SAC,SAC,18104
Jump Shot,Jump Shot,249,21100015,33.9073,125,137,-118.1448,11,3,0,2011-12,23,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-12-26,LAL @ SAC,SAC,18110
Turnaround Jump Shot,Jump Shot,286,21100022,33.9233,-35,121,-118.3048,11,3,0,2011-12,43,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-12-27,LAL vs. UTA,UTA,18129
Pullup Jump shot,Jump Shot,308,21100022,33.9663,75,78,-118.1948,9,3,0,2011-12,5,10,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2011-12-27,LAL vs. UTA,UTA,18131
Jump Shot,Jump Shot,362,21100022,33.9893,144,55,-118.1258,4,3,0,2011-12,9,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2011-12-27,LAL vs. UTA,UTA,18133
Jump Shot,Jump Shot,508,21100022,33.8663,-185,178,-118.4548,6,4,0,2011-12,8,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2011-12-27,LAL vs. UTA,UTA,18136
Hook Shot,Hook Shot,394,21100038,34.0193,-49,25,-118.3188,3,3,0,2011-12,10,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2011-12-29,LAL vs. NYK,NYK,18148
Jump Shot,Jump Shot,440,21100038,33.5413,-166,503,-118.4358,0,3,0,2011-12,0,52,,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2011-12-29,LAL vs. NYK,NYK,18152
Pullup Jump shot,Jump Shot,415,21100050,33.8303,47,214,-118.2228,8,4,0,2011-12,45,21,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2011-12-31,LAL vs. DEN,DEN,18167
Jump Shot,Jump Shot,119,21100063,34.0223,-141,22,-118.4108,2,1,0,2011-12,25,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2012-01-01,LAL @ DEN,DEN,18177
Jump Shot,Jump Shot,229,21100063,33.8983,-213,146,-118.4828,4,2,0,2011-12,33,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-01,LAL @ DEN,DEN,18178
Jump Shot,Jump Shot,302,21100063,34.0303,179,14,-118.0908,11,3,0,2011-12,20,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2012-01-01,LAL @ DEN,DEN,18183
Running Jump Shot,Jump Shot,495,21100063,34.0053,-101,39,-118.3708,6,4,0,2011-12,21,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2012-01-01,LAL @ DEN,DEN,18194
Reverse Layup Shot,Layup,532,21100063,34.0323,-7,12,-118.2768,2,4,0,2011-12,47,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2012-01-01,LAL @ DEN,DEN,18197
Jump Shot,Jump Shot,257,21100081,33.8333,-193,211,-118.4628,0,2,0,2011-12,42,28,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-03,LAL vs. HOU,HOU,18213
Jump Shot,Jump Shot,260,21100081,33.8083,-114,236,-118.3838,0,2,0,2011-12,24,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-03,LAL vs. HOU,HOU,18214
Jump Shot,Jump Shot,363,21100081,33.8503,-172,194,-118.4418,0,3,0,2011-12,1,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-03,LAL vs. HOU,HOU,18221
Jump Shot,Jump Shot,466,21100081,33.7533,-10,291,-118.2798,1,4,0,2011-12,40,29,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-03,LAL vs. HOU,HOU,18227
Driving Layup Shot,Layup,204,21100097,34.0433,6,1,-118.2638,2,2,0,2011-12,55,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2012-01-05,LAL @ POR,POR,18239
Jump Shot,Jump Shot,277,21100097,33.9643,34,80,-118.2358,7,3,0,2011-12,24,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2012-01-05,LAL @ POR,POR,18245
Jump Shot,Jump Shot,306,21100109,34.0073,-40,37,-118.3098,8,3,0,2011-12,39,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2012-01-06,LAL vs. GSW,GSW,18266
Layup Shot,Layup,342,21100109,34.0323,-13,12,-118.2828,5,3,0,2011-12,47,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2012-01-06,LAL vs. GSW,GSW,18267
Jump Shot,Jump Shot,391,21100109,33.8023,99,242,-118.1708,0,3,0,2011-12,1,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-06,LAL vs. GSW,GSW,18274
Jump Shot,Jump Shot,30,21100125,34.0353,132,9,-118.1378,8,1,0,2011-12,49,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2012-01-08,LAL vs. MEM,MEM,18283
Jump Shot,Jump Shot,393,21100125,33.8163,-141,228,-118.4108,9,4,0,2011-12,0,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2012-01-08,LAL vs. MEM,MEM,18297
Jump Shot,Jump Shot,468,21100125,34.0213,-92,23,-118.3618,2,4,0,2011-12,24,9,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2012-01-08,LAL vs. MEM,MEM,18302
