,author,text
853, Michael Drayton    Mic,"But see, for you to Heav'n for phrase I run, "
854, Michael Drayton    Mic,And ransack all Apollo's golden treasure; 
855, Michael Drayton    Mic,"Yet by my froth this fool his love obtains, "
856, Michael Drayton    Mic,And I lose you for all my love and pains.
857, Michael Drayton    Mic,"As other men, so I myself do muse "
858, Michael Drayton    Mic,"Why in this sort I wrest invention so, "
859, Michael Drayton    Mic,"And why these giddy metaphors I use, "
860, Michael Drayton    Mic,Leaving the path the greater part do go. 
861, Michael Drayton    Mic,"I will resolve you: I am lunatic, "
862, Michael Drayton    Mic,"And ever this in madmen you shall find, "
863, Michael Drayton    Mic,What they last thought of when the brain grew sick 
864, Michael Drayton    Mic,In most distraction they keep that in mind. 
865, Michael Drayton    Mic,"Thus talking idly in this bedlam fit, "
866, Michael Drayton    Mic,"Reason and I, you must conceive, are twain; "
867, Michael Drayton    Mic,"""Tis nine years now since first I lost my wit; "
868, Michael Drayton    Mic,"Bear with me then, though troubled be my brain. "
869, Michael Drayton    Mic,With diet and correction men distraught 
870, Michael Drayton    Mic,(Not too far past) may to their wits be brought.
871, Michael Drayton    Mic,"Into these Loves who but for Passion looks, "
872, Michael Drayton    Mic,At this first sight here let him lay them by 
873, Michael Drayton    Mic,"And seek elsewhere, in turning other books, "
874, Michael Drayton    Mic,Which better may his labor satisfy. 
875, Michael Drayton    Mic,"No far-fetch'd sigh shall ever wound my breast, "
876, Michael Drayton    Mic,"Love from mine eye a tear shall never wring, "
877, Michael Drayton    Mic,Nor in Ah me's my whining sonnets drest; 
878, Michael Drayton    Mic,"A libertine, fantasticly I sing. "
879, Michael Drayton    Mic,"My verse is the true image of my mind, "
880, Michael Drayton    Mic,"Ever in motion, still desiring change, "
881, Michael Drayton    Mic,"And as thus to variety inclin'd, "
882, Michael Drayton    Mic,So in all humours sportively I range. 
883, Michael Drayton    Mic,"My Muse is rightly of the English strain, "
884, Michael Drayton    Mic,That cannot long one fashion entertain.
885, Michael Drayton    Mic,To Despair
886, Michael Drayton    Mic,
887, Michael Drayton    Mic,"I ever love where never hope appears, "
888, Michael Drayton    Mic,"Yet hope draws on my never-hoping care, "
889, Michael Drayton    Mic,"And my life's hope would die, but for despair; "
890, Michael Drayton    Mic,My never-certain joy breeds ever-certain fears; 
891, Michael Drayton    Mic,"Uncertain dread gives wings unto my hope, "
892, Michael Drayton    Mic,Yet my hope's wings are laden so with fear 
893, Michael Drayton    Mic,As they cannot ascend to my hope's sphere; 
894, Michael Drayton    Mic,"Though fear gives them more than a heav'nly scope, "
895, Michael Drayton    Mic,Yet this large room is bounded with despair; 
896, Michael Drayton    Mic,"So my love is still fetter'd with vain hope, "
897, Michael Drayton    Mic,"And liberty deprives him of his scope, "
898, Michael Drayton    Mic,And thus am I imprison'd in the air. 
899, Michael Drayton    Mic,"Then, sweet despair, awhile hold up thy head, "
900, Michael Drayton    Mic,Or all my hope for sorrow will be dead.
901, Michael Drayton    Mic,To Folly
902, Michael Drayton    Mic,
903, Michael Drayton    Mic,"With fools and children, good discretion bears; "
904, Michael Drayton    Mic,"Then, honest people, bear with Love and me, "
905, Michael Drayton    Mic,"Nor older yet, nor wiser made by years, "
906, Michael Drayton    Mic,Amongst the rest of fools and children be; 
907, Michael Drayton    Mic,"Love, still a baby, plays with gauds and toys, "
908, Michael Drayton    Mic,"And, like a wanton, sports with every feather, "
909, Michael Drayton    Mic,"And idiots still are running after boys, "
910, Michael Drayton    Mic,Then fools and children fitt'st to go together. 
911, Michael Drayton    Mic,"He still as young as when he first was born, "
912, Michael Drayton    Mic,No wiser I than when as young as he; 
913, Michael Drayton    Mic,"You that behold us, laugh us not to scorn; "
914, Michael Drayton    Mic,Give Nature thanks you are not such as we. 
915, Michael Drayton    Mic,Yet fools and children sometimes tell in play 
916, Michael Drayton    Mic,"Some, wise in show, more fools indeed than they. "
917, Michael Drayton    Mic,To Miracle
918, Michael Drayton    Mic,
919, Michael Drayton    Mic,"Some, misbelieving and profane in love, "
920, Michael Drayton    Mic,"When I do speak of miracles by thee, "
921, Michael Drayton    Mic,"May say, that thou art flattered by me, "
922, Michael Drayton    Mic,Who only write my skill in verse to prove. 
923, Michael Drayton    Mic,"See miracles, ye unbelieving, see "
924, Michael Drayton    Mic,"A dumb-born Muse made t'express the mind, "
925, Michael Drayton    Mic,"A cripple hand to write, yet lame by kind, "
926, Michael Drayton    Mic,"One by thy name, the other touching thee; "
927, Michael Drayton    Mic,"Blind were mine eyes, till they were seen of thine, "
928, Michael Drayton    Mic,"And mine ears deaf by thy fame healed be, "
929, Michael Drayton    Mic,"My vices cur'd by virtues sprung from thee, "
930, Michael Drayton    Mic,"My hopes reviv'd, which long in grave had lien,"
931, Michael Drayton    Mic,"All unclean thoughts, foul spirits, cast out in me "
932, Michael Drayton    Mic,Only by virtue that proceeds from thee. 
933, Michael Drayton    Mic,Another to the River Anker
934, Michael Drayton    Mic,
935, Michael Drayton    Mic,"Clear Anker, on whose silver-sanded shore "
936, Michael Drayton    Mic,"My soul-shrin'd saint, my fair Idea, lies, "
937, Michael Drayton    Mic,"O blessed brook, whose milk-white swans adore "
938, Michael Drayton    Mic,"The crystal stream refined by her eyes, "
939, Michael Drayton    Mic,Where sweet myrrh-breathing Zephyr in the Spring 
940, Michael Drayton    Mic,"Gently distils his nectar-dropping showers, "
941, Michael Drayton    Mic,Where nightingales in Arden sit and sing 
942, Michael Drayton    Mic,Among the dainty dew-impearled flowers; 
943, Michael Drayton    Mic,"Say thus, fair Brook, when thou shalt see thy Queen, "
944, Michael Drayton    Mic,"""Lo, here thy shepherd spent his wand'ring years, "
945, Michael Drayton    Mic,"And in these shades, dear nymph, he oft hath been, "
946, Michael Drayton    Mic,"And here to thee he sacrific'd his tears."" "
947, Michael Drayton    Mic,"Fair Arden, thou my Tempe art alone, "
948, Michael Drayton    Mic,"And thou, sweet Anker, art my Helicon. "
949, Michael Drayton    Mic,"Sitting alone, Love bids me go and write; "
950, Michael Drayton    Mic,"Reason plucks back, commanding me to stay, "
951, Michael Drayton    Mic,"Boasting that she doth still direct the way, "
952, Michael Drayton    Mic,Or else Love were unable to endite. 
953, Michael Drayton    Mic,"Love, growing angry, vexed at the spleen "
954, Michael Drayton    Mic,"And scorning Reason's maimed argument, "
955, Michael Drayton    Mic,"Straight taxeth Reason, wanting to invent, "
956, Michael Drayton    Mic,Where she with Love conversing hath not been. 
957, Michael Drayton    Mic,"Reason, reproached with this coy disdain, "
958, Michael Drayton    Mic,"Despiteth Love, and laugheth at her folly; "
959, Michael Drayton    Mic,"And Love, condemning Reason's reason wholly, "
960, Michael Drayton    Mic,Thought it in weight too light by many'a grain. 
961, Michael Drayton    Mic,"Reason, put back, doth out of sight remove, "
962, Michael Drayton    Mic,And Love alone picks reason out of love.
963, Michael Drayton    Mic,"Thou leaden brain, which censur'st what I write, "
964, Michael Drayton    Mic,"And say'st my lines be dull and do not move, "
965, Michael Drayton    Mic,"I marvel not thou feel'st not my delight, "
966, Michael Drayton    Mic,Which never felt'st my fiery touch of love. 
967, Michael Drayton    Mic,"But thou, whose pen hath like a pack-horse serv'd, "
968, Michael Drayton    Mic,"Whose stomach unto gall hath turn'd thy food, "
969, Michael Drayton    Mic,"Whose senses, like poor prisoners, hunger-starv'd, "
970, Michael Drayton    Mic,"Whose grief hath parch'd thy body, dried thy blood, "
971, Michael Drayton    Mic,"Thou which hast scorned life and hated death, "
972, Michael Drayton    Mic,"And in a moment mad, sober, glad, and sorry, "
973, Michael Drayton    Mic,Thou which hast bann'd thy thoughts and curs'd thy breath 
974, Michael Drayton    Mic,"With thousand plagues, more than in Purgatory, "
975, Michael Drayton    Mic,"Thou thus whose spirit Love in his fire refines, "
976, Michael Drayton    Mic,"Come thou, and read, admire, applaud my lines. "
977, Michael Drayton    Mic,Love's Lunacy
978, Michael Drayton    Mic,
979, Michael Drayton    Mic,"Why do I speak of joy, or write of love, "
980, Michael Drayton    Mic,"When my heart is the very den of horror, "
981, Michael Drayton    Mic,"And in my soul the pains of Hell I prove, "
982, Michael Drayton    Mic,With all his torments and infernal terror? 
983, Michael Drayton    Mic,What should I say? What yet remains to do? 
984, Michael Drayton    Mic,"My brain is dry with weeping all too long, "
985, Michael Drayton    Mic,"My sighs be spent in uttering my woe, "
986, Michael Drayton    Mic,And I want words wherewith to tell my wrong; 
987, Michael Drayton    Mic,"But, still distracted in Love's lunacy, "
988, Michael Drayton    Mic,"And, bedlam-like, thus raging in my grief, "
989, Michael Drayton    Mic,"Now rail upon her hair, then on her eye, "
990, Michael Drayton    Mic,"Now call her Goddess, then I call her thief, "
991, Michael Drayton    Mic,"Now I deny her, then I do confess her, "
992, Michael Drayton    Mic,"Now do I curse her, then again I bless her. "
993, Michael Drayton    Mic,My heart the anvil where my thoughts do beat; 
994, Michael Drayton    Mic,My words the hammers fashioning my desire; 
995, Michael Drayton    Mic,My breast the forge including all the heat; 
996, Michael Drayton    Mic,Love is the fuel which maintains the fire; 
997, Michael Drayton    Mic,"My sighs the bellows which the flame increaseth, "
998, Michael Drayton    Mic,Filling mine ears with noise and nightly groaning; 
999, Michael Drayton    Mic,"Toiling with pain, my labor never ceaseth, "
1000, Michael Drayton    Mic,In grievous passions my woes still bemoaning; 
1001, Michael Drayton    Mic,"My eyes with tears against the fire striving, "
1002, Michael Drayton    Mic,"Whose scorching gleed my heart to cinders turneth,"
1003, Michael Drayton    Mic,"But with these drops the flame again reviving, "
1004, Michael Drayton    Mic,Still more and more it to my torment turneth. 
1005, Michael Drayton    Mic,"With Sisyphus thus do I roll the stone, "
1006, Michael Drayton    Mic,And turn the wheel with damned Ixion. 
1007, Michael Drayton    Mic,Why should your fair eyes with such sovereign grace 
1008, Michael Drayton    Mic,"Disperse their rays on every vulgar spirit, "
1009, Michael Drayton    Mic,"Whilst I in darkness, in the self-same place, "
1010, Michael Drayton    Mic,Get not one glance to recompense my merit? 
1011, Michael Drayton    Mic,"So doth the plowman gaze the wand'ring star, "
1012, Michael Drayton    Mic,"And only rest contented with the light, "
1013, Michael Drayton    Mic,That never learn'd what constellations are 
1014, Michael Drayton    Mic,Beyond the bent of his unknowing sight. 
1015, Michael Drayton    Mic,"O why should Beauty, custom to obey, "
1016, Michael Drayton    Mic,To their gross sense apply herself so ill? 
1017, Michael Drayton    Mic,"Would God I were as ignorant as they, "
1018, Michael Drayton    Mic,"When I am made unhappy by my skill, "
1019, Michael Drayton    Mic,Only compell'd on this poor good to boast: 
1020, Michael Drayton    Mic,Heav'ns are not kind to them that know them most. 
1021, Michael Drayton    Mic,Cupid Conjured
1022, Michael Drayton    Mic,
1023, Michael Drayton    Mic,"Thou purblind boy, since thou hast been so slack "
1024, Michael Drayton    Mic,"To wound her heart, whose eyes have wounded me, "
1025, Michael Drayton    Mic,"And suffer'd her to glory in my wrack, "
1026, Michael Drayton    Mic,Thus to my aid I lastly conjure thee: 
1027, Michael Drayton    Mic,"By hellish Styx, by which the Thund'rer swears, "
1028, Michael Drayton    Mic,"By thy fair mother's unavoided power, "
1029, Michael Drayton    Mic,"By Hecate's names, by Proserpine's sad tears "
1030, Michael Drayton    Mic,"When she was rapt to the infernal bower, "
1031, Michael Drayton    Mic,"By thine own loved Psyche, by the fires "
1032, Michael Drayton    Mic,"Spent on thine alters flaming up to heav'n, "
1033, Michael Drayton    Mic,"By all true lovers' sighs, vows, and desires, "
1034, Michael Drayton    Mic,By all the wounds that ever thou hast giv'n: 
1035, Michael Drayton    Mic,I conjure thee by all that I have nam'd 
1036, Michael Drayton    Mic,"To make her love, or, Cupid, be thou damn'd. "
1037, Michael Drayton    Mic,"Plain-path'd Experience, th'unlearned's guide, "
1038, Michael Drayton    Mic,Her simple followers evidently shows 
1039, Michael Drayton    Mic,"Sometimes what Schoolmen scarcely can decide, "
1040, Michael Drayton    Mic,Nor yet wise Reason absolutely knows. 
1041, Michael Drayton    Mic,"In making trial of a murther wrought, "
1042, Michael Drayton    Mic,If the vile actors of the heinous deed 
1043, Michael Drayton    Mic,"Near the dead body happily be brought, "
1044, Michael Drayton    Mic,Oft it hath been prov'd the breathless corse will bleed.
1045, Michael Drayton    Mic,"She's coming near, that my poor heart hath slain, "
1046, Michael Drayton    Mic,"Long since departed, to the world no more, "
1047, Michael Drayton    Mic,"The ancient wounds no longer can contain, "
1048, Michael Drayton    Mic,But fall to bleeding as they did before. 
1049, Michael Drayton    Mic,"But what of this? Should she to death be led, "
1050, Michael Drayton    Mic,"It furthers justice, but helps not the dead. "
1051, Michael Drayton    Mic,"When like an eaglet I first found my Love, "
1052, Michael Drayton    Mic,"For that the virtue I thereof would know, "
1053, Michael Drayton    Mic,Upon the nest I set it forth to prove 
1054, Michael Drayton    Mic,If it were of that kingly kind or no; 
1055, Michael Drayton    Mic,"But it no sooner say my Sun appear, "
1056, Michael Drayton    Mic,"But on her rays with open eyes it stood, "
1057, Michael Drayton    Mic,To show that I had hatch'd it for the air 
1058, Michael Drayton    Mic,And rightly came from that brave mounting brood; 
1059, Michael Drayton    Mic,"And, when the plumes were summ'd with sweet desire,"
1060, Michael Drayton    Mic,To prove the pinions it ascends the skies; 
1061, Michael Drayton    Mic,"Do what I could, it needsly would aspire"
1062, Michael Drayton    Mic,"To my Soul's Sun, those two celestial eyes. "
1063, Michael Drayton    Mic,"Thus from my breast, where it was bred alone, "
1064, Michael Drayton    Mic,"It after thee is, like an eaglet, flown. "
1065, Michael Drayton    Mic,"In former times such as had store of coin, "
1066, Michael Drayton    Mic,"In wars at home, or when for conquests bound, "
1067, Michael Drayton    Mic,"For fear that some their treasure should purloin, "
1068, Michael Drayton    Mic,"Gave it to keep to spirits within the ground, "
1069, Michael Drayton    Mic,And to attend it them as strongly tied 
1070, Michael Drayton    Mic,"Till they return'd; home when they never came, "
1071, Michael Drayton    Mic,Such as by art to get the same have tried 
1072, Michael Drayton    Mic,From the strong Spirit by no means force the same; 
1073, Michael Drayton    Mic,"Nearer men come, that further flies away, "
1074, Michael Drayton    Mic,Striving to hold it strongly in the deep. 
1075, Michael Drayton    Mic,"E'en as this Spirit, so you alone do play "
1076, Michael Drayton    Mic,With those rich beauties Heav'n gives you to keep; 
1077, Michael Drayton    Mic,"Pity, so left to the coldness of your blood, "
1078, Michael Drayton    Mic,"Not to avail you, nor do the others good. "
1079, Michael Drayton    Mic,"Muses, which sadly sit about my chair, "
1080, Michael Drayton    Mic,"Drown'd in the tears extorted by my lines, "
1081, Michael Drayton    Mic,"With heavy sighs whilst thus I break the air, "
1082, Michael Drayton    Mic,"Painting my passions in these sad designs, "
1083, Michael Drayton    Mic,"Since she disdains to bless my happy verse, "
1084, Michael Drayton    Mic,"The strong-built trophies to her living fame, "
1085, Michael Drayton    Mic,"Ever henceforth my bosom be your hearse, "
1086, Michael Drayton    Mic,Wherein the world shall now entomb her name. 
1087, Michael Drayton    Mic,"Enclose my music, you poor senseless walls, "
1088, Michael Drayton    Mic,"Since she is deaf and will not hear my moans, "
1089, Michael Drayton    Mic,"Soften yourselves with every tear that falls, "
1090, Michael Drayton    Mic,"Whilst I, like Orpheus, sing to trees and stones, "
1091, Michael Drayton    Mic,"Which with my plaint seem yet with pity mov'd, "
1092, Michael Drayton    Mic,Kinder than she whom I so long have lov'd. 
1093, Edmund Spenser    Edm,"My love is like to ice, and I to fire:"
1094, Edmund Spenser    Edm,how comes it then that this her cold so great
1095, Edmund Spenser    Edm,"is not dissolv'd through my so hot desire,"
1096, Edmund Spenser    Edm,"but harder grows, the more I her entreat?"
1097, Edmund Spenser    Edm,
1098, Edmund Spenser    Edm,Or how comes it that my exceeding heat
1099, Edmund Spenser    Edm,"is not delayed by her heart frozen cold,"
1100, Edmund Spenser    Edm,"but that I burn much more in boiling sweat,"
1101, Edmund Spenser    Edm,and feel my flames augmented manifold?
1102, Edmund Spenser    Edm,
1103, Edmund Spenser    Edm,What more miraculous thing may be told
1104, Edmund Spenser    Edm,"that fire, which all thing melts, should harden ice:"
1105, Edmund Spenser    Edm,"and ice which is congealed with senseless cold,"
1106, Edmund Spenser    Edm,should kindle fire by wonderful device?
1107, Edmund Spenser    Edm,
1108, Edmund Spenser    Edm,Such is the pow'r of love in gentle mind
1109, Edmund Spenser    Edm,that it can alter all the course of kind.
1110, Edmund Spenser    Edm,"Of this worlds theatre in which we stay,"
1111, Edmund Spenser    Edm,My love like the spectator ydly sits
1112, Edmund Spenser    Edm,"Beholding me that all the pageants play,"
1113, Edmund Spenser    Edm,Disguysing diversly my troubled wits.
1114, Edmund Spenser    Edm,"Sometimes I joy when glad occasion fits,"
1115, Edmund Spenser    Edm,And mask in myrth lyke to a comedy:
1116, Edmund Spenser    Edm,"Soone after when my joy to sorrow flits,"
1117, Edmund Spenser    Edm,I waile and make my woes a tragedy.
1118, Edmund Spenser    Edm,"Yet she, beholding me with constant eye,"
1119, Edmund Spenser    Edm,Delights not in my merth nor rues my smart:
1120, Edmund Spenser    Edm,"But when I laugh she mocks, and when I cry"
1121, Edmund Spenser    Edm,She laughs and hardens evermore her heart.
1122, Edmund Spenser    Edm,"What then can move her? if nor merth nor mone,"
1123, Edmund Spenser    Edm,"She is no woman, but a senceless stone."
1124, Edmund Spenser    Edm,"One day I wrote her name upon the strand,"
1125, Edmund Spenser    Edm,But came the waves and washed it away:
1126, Edmund Spenser    Edm,"Agayne I wrote it with a second hand,"
1127, Edmund Spenser    Edm,"But came the tyde, and made my paynes his pray."
1128, Edmund Spenser    Edm,"""Vayne man,"" sayd she, ""that doest in vaine assay."
1129, Edmund Spenser    Edm,"A mortall thing so to immortalize,"
1130, Edmund Spenser    Edm,"For I my selve shall lyke to this decay,"
1131, Edmund Spenser    Edm,"and eek my name bee wyped out lykewize."""
1132, Edmund Spenser    Edm,"""Not so,"" quod I, ""let baser things devize,"
1133, Edmund Spenser    Edm,"To dy in dust, but you shall live by fame:"
1134, Edmund Spenser    Edm,"My verse your vertues rare shall eternize,"
1135, Edmund Spenser    Edm,And in the heavens wryte your glorious name.
1136, Edmund Spenser    Edm,"Where whenas death shall all the world subdew,"
1137, Edmund Spenser    Edm,"Our love shall live, and later life renew."""
1138, John Berryman    John ,"All we were going strong last night this time,"
1139, John Berryman    John ,the mosts were flying &amp; the frozen daiquiris
1140, John Berryman    John ,"were downing, supine on the floor lay Lise"
1141, John Berryman    John ,"listening to Schubert grievous &amp; sublime,"
1142, John Berryman    John ,my head was frantic with a following rime:
1143, John Berryman    John ,"it was a good evening, and evening to please,"
1144, John Berryman    John ,I kissed her in the kitchen -ecstasies-
1145, John Berryman    John ,among so much good we tamped down the crime.
1146, John Berryman    John ,
1147, John Berryman    John ,"The weather's changing. This morning was cold,"
1148, John Berryman    John ,"as I made for the grove, without expectation,"
1149, John Berryman    John ,"some hundred Sonnets in my pocket, old,"
1150, John Berryman    John ,to read her if she came. Presently the sun
1151, John Berryman    John ,yellowed the pines &amp; my lady came not
1152, John Berryman    John ,in blue jeans &amp; a sweater. I sat down &amp; wrote.
1153, John Berryman    John ,"All we were going strong last night this time,"
1154, John Berryman    John ,the mots were flying &amp; the frozen daiquiris
1155, John Berryman    John ,"were downing, supine on the floor lay Lise"
1156, John Berryman    John ,"listening to Schubert grievous &amp; sublime,"
1157, John Berryman    John ,my head was frantic with a following rime:
1158, John Berryman    John ,"it was a good evening, an evening to please,"
1159, John Berryman    John ,I kissed her in the kitchen—ecstasies—
1160, John Berryman    John ,among so much good we tamped down the crime.
1161, John Berryman    John ,
1162, John Berryman    John ,"The weather's changing.  This morning was cold,"
1163, John Berryman    John ,"as I made for the grove, without expectation,"
1164, John Berryman    John ,"some hundred Sonnets in my pocket, old,"
1165, John Berryman    John ,to read her if she came.  Presently the sun
1166, John Berryman    John ,yellowed the pines &amp; my lady came not
1167, John Berryman    John ,in blue jeans &amp; a sweater.  I sat down &amp; wrote.
1168, John Berryman    John ,
1169, John Berryman    John ,Judges xvi.22
1170, George Herbert    Geor,"My God, where is that ancient heat towards thee, "
1171, George Herbert    Geor,"Wherewith whole showls of Martyrs once did burn, "
1172, George Herbert    Geor,Besides their other flames? Doth Poetry 
1173, George Herbert    Geor,Wear Venus livery? only serve her turn? 
1174, George Herbert    Geor,Why are not Sonnets made of thee? and layes 
1175, George Herbert    Geor,Upon thine Altar burnt? Cannot thy love 
1176, George Herbert    Geor,Heighten a spirit to sound out thy praise 
1177, George Herbert    Geor,As well as any she? Cannot thy Dove 
1178, George Herbert    Geor,Out-strip their Cupid easily in flight? 
1179, George Herbert    Geor,"Or, since thy wayes are deep, and still the fame, "
1180, George Herbert    Geor,Will not a verse run smooth that bears thy name! 
1181, George Herbert    Geor,"Why doth that fire, which by thy power and might "
1182, George Herbert    Geor,"Each breast does feel, no braver fuel choose "
1183, George Herbert    Geor,"Than that, which one day, Worms, may chance refuse? "
1184, Mary Darby Robinson   ,"Dang'rous to hear, is that melodious tongue,"
1185, Mary Darby Robinson   ,"And fatal to the sense those murd'rous eyes,"
1186, Mary Darby Robinson   ,"Where in a sapphire sheath, Love's arrow lies,"
1187, Mary Darby Robinson   ,Himself conceal'd the crystal haunts among!
1188, Mary Darby Robinson   ,"Oft o'er that form, enamour'd have I hung,"
1189, Mary Darby Robinson   ,"On that smooth cheek to mark the deep'ning dyes,"
1190, Mary Darby Robinson   ,"While from that lip the fragrant breath would rise,"
1191, Mary Darby Robinson   ,"That lip, like Cupid's bow with rubies strung!"
1192, Mary Darby Robinson   ,"Still let me gaze upon that polish'd brow,"
1193, Mary Darby Robinson   ,O'er which the golden hair luxuriant plays;
1194, Mary Darby Robinson   ,"So, on the modest lily's leaves of snow"
1195, Mary Darby Robinson   ,The proud Sun revels in resplendent rays!
1196, Mary Darby Robinson   ,"Warm as his beams this sensate heart shall glow, "
1197, Mary Darby Robinson   ,"Till life's last hour, with Phaon's self decays! "
1198, Mary Darby Robinson   ,"While from the dizzy precipice I gaze,"
1199, Mary Darby Robinson   ,"The world receding from my pensive eyes,"
1200, Mary Darby Robinson   ,"High o'er my head the tyrant eagle flies,"
1201, Mary Darby Robinson   ,Cloth'd in the sinking sun's transcendent blaze!
1202, Mary Darby Robinson   ,"The meek-ey'd moon, 'midst clouds of amber plays"
1203, Mary Darby Robinson   ,"As o'er the purpling plains of light she hies,"
1204, Mary Darby Robinson   ,"Till the last stream of living lustre dies,"
1205, Mary Darby Robinson   ,And the cool concave owns her temper'd rays!
1206, Mary Darby Robinson   ,"So shall this glowing, palpitating soul,"
1207, Mary Darby Robinson   ,"Welcome returning Reason's placid beam,"
1208, Mary Darby Robinson   ,"While o'er my breast the waves Lethean roll,"
1209, Mary Darby Robinson   ,To calm rebellious Fancy's fev'rish dream;
1210, Mary Darby Robinson   ,"Then shall my Lyre disdain love's dread control,"
1211, Mary Darby Robinson   ,"And loftier passions, prompt the loftier theme!"
1212, Sir John Suckling    S,"Oh, for some honest lover's ghost,"
1213, Sir John Suckling    S,Some kind unbodied post
1214, Sir John Suckling    S,Sent from the shades below!
1215, Sir John Suckling    S,I strangely long to know
1216, Sir John Suckling    S,Whether the noble chaplets wear
1217, Sir John Suckling    S,Those that their mistress' scorn did bear
1218, Sir John Suckling    S,Or those that were used kindly.
1219, Sir John Suckling    S,
1220, Sir John Suckling    S,For whatsoe'er they tell us here
1221, Sir John Suckling    S,"To make those sufferings dear,"
1222, Sir John Suckling    S,"'Twill there, I fear, be found"
1223, Sir John Suckling    S,That to the being crowned
1224, Sir John Suckling    S,"T' have loved alone will not suffice,"
1225, Sir John Suckling    S,Unless we also have been wise
1226, Sir John Suckling    S,And have our loves enjoyed.
1227, Sir John Suckling    S,
1228, Sir John Suckling    S,What posture can we think him in
1229, Sir John Suckling    S,"That, here unloved, again"
1230, Sir John Suckling    S,"Departs, and 's thither gone"
1231, Sir John Suckling    S,Where each sits by his own?
1232, Sir John Suckling    S,Or how can that Elysium be
1233, Sir John Suckling    S,Where I my mistress still must see
1234, Sir John Suckling    S,Circled in other's arms?
1235, Sir John Suckling    S,
1236, Sir John Suckling    S,"For there the judges all are just,"
1237, Sir John Suckling    S,And Sophonisba must
1238, Sir John Suckling    S,"Be his whom she held dear,"
1239, Sir John Suckling    S,Not his who loved her here.
1240, Sir John Suckling    S,"The sweet Philoclea, since she died,"
1241, Sir John Suckling    S,"Lies by her Pirocles his side,"
1242, Sir John Suckling    S,Not by Amphialus.
1243, Sir John Suckling    S,
1244, Sir John Suckling    S,"Some bays, perchance, or myrtle bough"
1245, Sir John Suckling    S,For difference crowns the brow
1246, Sir John Suckling    S,Of those kind souls that were
1247, Sir John Suckling    S,The noble martyrs here;
1248, Sir John Suckling    S,"And if that be the only odds,"
1249, Sir John Suckling    S,"(As who can tell?) ye kinder gods,"
1250, Sir John Suckling    S,Give me the woman here! 
1251, Delmore Schwartz    De,"(With much help from Robert Good, William Shakespeare, "
1252, Delmore Schwartz    De,"John Milton, and little Catherine Schwartz) "
1253, Delmore Schwartz    De,
1254, Delmore Schwartz    De,
1255, Delmore Schwartz    De,Shall I compare her to a summer play?
1256, Delmore Schwartz    De,"She is too clever, too devious, too subtle, too dark:"
1257, Delmore Schwartz    De,"Her lies are rare, but then she paves the way"
1258, Delmore Schwartz    De,"Beyond the summer's sway, within the jejune park"
1259, Delmore Schwartz    De,Where all souls' aspiration to true nobility
1260, Delmore Schwartz    De,Obliges Statues in the Frieze of Death
1261, Delmore Schwartz    De,"And when this pantomime and Panama of Panorama Fails,"
1262, Delmore Schwartz    De,"""I'll never speak to you agayne"" -- or waste her panting breath."
1263, Delmore Schwartz    De,
1264, Delmore Schwartz    De,When I but think of how her years are spent
1265, Delmore Schwartz    De,Deadening that one talent which -- for woman is --
1266, Delmore Schwartz    De,"Death or paralysis, denied: nature's intent"
1267, Delmore Schwartz    De,That each girl be a mother -- whether or not she is
1268, Delmore Schwartz    De,Or has become a lawful wife or bride
1269, Delmore Schwartz    De,"-- 0 Alma Magna Mater, deathless the living death of pride."
1270, Edwin Arlington Robinson   ,Oh for a poet—for a beacon bright 
1271, Edwin Arlington Robinson   ,To rift this changless glimmer of dead gray; 
1272, Edwin Arlington Robinson   ,"To spirit back the Muses, long astray, "
1273, Edwin Arlington Robinson   ,And flush Parnassus with a newer light; 
1274, Edwin Arlington Robinson   ,To put these little sonnet-men to flight
1275, Edwin Arlington Robinson   ,"Who fashion, in a shrewd mechanic way, "
1276, Edwin Arlington Robinson   ,"Songs without souls, that flicker for a day, "
1277, Edwin Arlington Robinson   ,To vanish in irrevocable night. 
1278, Edwin Arlington Robinson   ,
1279, Edwin Arlington Robinson   ,"What does it mean, this barren age of ours? "
1280, Edwin Arlington Robinson   ,"Here are the men, the women, and the flowers,"
1281, Edwin Arlington Robinson   ,"The seasons, and the sunset, as before. "
1282, Edwin Arlington Robinson   ,What does it mean? Shall there not one arise 
1283, Edwin Arlington Robinson   ,"To wrench one banner from the western skies, "
1284, Edwin Arlington Robinson   ,And mark it with his name forevermore?
1285, Mary Darby Robinson   ,"Here droops the muse! while from her glowing mind,"
1286, Mary Darby Robinson   ,"Celestial Sympathy, with humid eye,"
1287, Mary Darby Robinson   ,"Bids the light Sylph capricious Fancy fly,"
1288, Mary Darby Robinson   ,Time's restless wings with transient flowr's to bind!
1289, Mary Darby Robinson   ,"For now, with folded arms and head inclin'd,"
1290, Mary Darby Robinson   ,"Reflection pours the deep and frequent sigh,"
1291, Mary Darby Robinson   ,"O'er the dark scroll of human destiny,"
1292, Mary Darby Robinson   ,Where gaudy buds and wounding thorns are twin'd.
1293, Mary Darby Robinson   ,O! Sky-born VIRTUE! sacred is thy name!
1294, Mary Darby Robinson   ,"And though mysterious Fate, with frown severe,"
1295, Mary Darby Robinson   ,"Oft decorates thy brows with wreaths of Fame,"
1296, Mary Darby Robinson   ,Bespangled o'er with sorrow's chilling tear!
