"","org","year","survey","bush","state","edu","age","female","black","weight"
"5822","cbsnyt",4,"9155",1,23,3,1,0,0,789
"5823","cbsnyt",4,"9155",1,44,1,2,1,0,1239
"5824","cbsnyt",4,"9155",1,34,2,1,0,1,979
"5825","cbsnyt",4,"9155",1,18,2,3,1,0,701
"5826","cbsnyt",4,"9155",1,10,2,3,1,0,935
"5827","cbsnyt",4,"9155",1,23,3,4,0,0,301
"5828","cbsnyt",4,"9155",1,43,2,1,0,0,1115
"5829","cbsnyt",4,"9155",0,14,2,3,0,0,1004
"5830","cbsnyt",4,"9155",1,10,1,1,1,0,1329
"5831","cbsnyt",4,"9155",0,39,3,3,1,0,280
"5832","cbsnyt",4,"9155",0,5,1,3,0,0,1533
"5833","cbsnyt",4,"9155",0,5,2,3,1,1,1053
"5834","cbsnyt",4,"9155",0,5,4,2,1,0,919
"5835","cbsnyt",4,"9155",0,5,3,2,0,0,589
"5836","cbsnyt",4,"9155",0,5,1,4,1,0,1294
"5837","cbsnyt",4,"9155",0,44,2,2,0,1,2738
"5838","cbsnyt",4,"9155",1,10,3,3,0,0,616
"5839","cbsnyt",4,"9155",1,33,4,2,1,0,717
"5840","cbsnyt",4,"9155",0,10,4,2,1,0,704
"5841","cbsnyt",4,"9155",1,11,4,2,1,0,352
"5842","cbsnyt",4,"9155",0,18,1,3,0,0,881
"5843","cbsnyt",4,"9155",0,24,2,1,1,0,1275
"5844","cbsnyt",4,"9155",1,21,2,3,1,0,935
"5845","cbsnyt",4,"9155",0,37,4,3,1,0,666
"5846","cbsnyt",4,"9155",1,1,2,2,0,0,1387
"5847","cbsnyt",4,"9155",NA,44,2,3,0,1,1378
"5848","cbsnyt",4,"9155",1,47,3,1,0,0,822
"5849","cbsnyt",4,"9155",1,26,3,4,0,0,601
"5850","cbsnyt",4,"9155",1,3,3,2,1,0,526
"5851","cbsnyt",4,"9155",0,39,1,4,0,0,848
"5852","cbsnyt",4,"9155",1,47,4,2,0,0,394
"5853","cbsnyt",4,"9155",NA,33,4,2,0,0,401
"5854","cbsnyt",4,"9155",1,36,4,3,0,0,715
"5855","cbsnyt",4,"9155",0,20,2,2,0,0,1413
"5856","cbsnyt",4,"9155",1,14,2,3,0,0,1004
"5857","cbsnyt",4,"9155",0,23,3,3,1,0,528
"5858","cbsnyt",4,"9155",1,29,1,3,1,0,2054
"5859","cbsnyt",4,"9155",1,25,3,3,1,0,550
"5860","cbsnyt",4,"9155",1,5,2,1,1,0,1156
"5861","cbsnyt",4,"9155",1,18,1,3,1,0,2360
"5862","cbsnyt",4,"9155",1,41,4,3,0,0,1863
"5863","cbsnyt",4,"9155",1,44,4,4,0,0,928
"5864","cbsnyt",4,"9155",0,33,1,3,0,0,2692
"5865","cbsnyt",4,"9155",0,5,1,4,1,0,1294
"5866","cbsnyt",4,"9155",0,39,4,3,0,0,1518
"5867","cbsnyt",4,"9155",0,23,4,4,1,0,1013
"5868","cbsnyt",4,"9155",1,39,3,4,1,0,570
"5869","cbsnyt",4,"9155",0,17,2,3,1,0,897
"5870","cbsnyt",4,"9155",1,1,2,1,1,1,859
"5871","cbsnyt",4,"9155",1,15,3,4,0,0,601
"5872","cbsnyt",4,"9155",1,44,2,2,0,0,1387
"5873","cbsnyt",4,"9155",1,25,2,3,0,0,1047
"5874","cbsnyt",4,"9155",1,47,3,1,1,0,490
"5875","cbsnyt",4,"9155",0,44,3,1,0,0,548
"5876","cbsnyt",4,"9155",1,43,1,3,1,0,787
"5877","cbsnyt",4,"9155",1,21,2,1,0,0,1487
"5878","cbsnyt",4,"9155",0,33,2,1,1,1,875
"5879","cbsnyt",4,"9155",0,36,4,2,0,0,756
"5880","cbsnyt",4,"9155",1,5,2,1,0,0,1942
"5881","cbsnyt",4,"9155",0,44,2,2,1,0,620
"5882","cbsnyt",4,"9155",0,19,4,2,1,0,704
"5883","cbsnyt",4,"9155",1,20,3,2,0,0,345
"5884","cbsnyt",4,"9155",1,23,2,1,1,0,1275
"5885","cbsnyt",4,"9155",1,23,4,4,1,0,796
"5886","cbsnyt",4,"9155",1,15,4,3,0,0,1072
"5887","cbsnyt",4,"9155",NA,23,2,3,0,1,1322
"5888","cbsnyt",4,"9155",1,36,3,2,1,0,580
"5889","cbsnyt",4,"9155",1,47,4,2,0,0,788
"5890","cbsnyt",4,"9155",0,39,3,3,1,0,561
"5891","cbsnyt",4,"9155",1,31,1,4,0,0,1696
"5892","cbsnyt",4,"9155",0,33,3,3,1,1,1812
"5893","cbsnyt",4,"9155",1,47,4,4,1,0,415
"5894","cbsnyt",4,"9155",1,22,2,1,0,0,1515
"5895","cbsnyt",4,"9155",1,10,4,2,1,0,352
"5896","cbsnyt",4,"9155",0,22,2,3,1,0,1905
"5897","cbsnyt",4,"9155",1,15,3,3,1,0,528
"5898","cbsnyt",4,"9155",1,24,2,2,0,0,1331
"5899","cbsnyt",4,"9155",0,17,2,3,1,0,897
"5900","cbsnyt",4,"9155",1,17,3,4,1,0,269
"5901","cbsnyt",4,"9155",1,34,2,1,1,0,1329
"5902","cbsnyt",4,"9155",0,33,2,2,0,0,1413
"5903","cbsnyt",4,"9155",1,6,2,1,1,0,1156
"5904","cbsnyt",4,"9155",1,23,4,2,0,0,378
"5905","cbsnyt",4,"9155",1,23,2,3,1,0,897
"5906","cbsnyt",4,"9155",0,36,3,1,1,0,940
"5907","cbsnyt",4,"9155",0,31,2,1,1,0,1354
"5908","cbsnyt",4,"9155",1,39,3,4,1,0,285
"5909","cbsnyt",4,"9155",NA,39,4,3,1,0,339
"5910","cbsnyt",4,"9155",0,30,4,2,0,0,803
"5911","cbsnyt",4,"9155",0,31,3,4,1,1,553
"5912","cbsnyt",4,"9155",0,31,2,1,1,0,1354
"5913","cbsnyt",4,"9155",0,31,1,3,0,0,1794
"5914","cbsnyt",4,"9155",1,39,3,1,1,1,645
"5915","cbsnyt",4,"9155",NA,33,4,3,0,0,380
"5916","cbsnyt",4,"9155",0,31,4,3,0,0,759
"5917","cbsnyt",4,"9155",1,23,2,3,0,0,1004
"5918","cbsnyt",4,"9155",0,22,4,1,0,0,959
"5919","cbsnyt",4,"9155",1,14,4,3,0,0,715
"5920","cbsnyt",4,"9155",0,23,1,4,0,1,1051
"5921","cbsnyt",4,"9155",0,23,3,1,1,1,1216
"5922","cbsnyt",4,"9155",1,15,2,3,1,0,1346
"5923","cbsnyt",4,"9155",1,15,1,1,1,0,1912
"5924","cbsnyt",4,"9155",1,23,2,1,1,0,637
"5925","cbsnyt",4,"9155",0,6,3,1,1,0,853
"5926","cbsnyt",4,"9155",0,22,1,1,1,0,677
"5927","cbsnyt",4,"9155",0,16,1,4,0,0,1597
"5928","cbsnyt",4,"9155",0,47,2,1,1,1,4295
"5929","cbsnyt",4,"9155",0,26,2,3,1,1,1741
"5930","cbsnyt",4,"9155",0,22,2,3,0,0,1600
"5931","cbsnyt",4,"9155",0,33,4,1,0,1,1262
"5932","cbsnyt",4,"9155",0,20,3,2,1,0,616
"5933","cbsnyt",4,"9155",1,36,2,1,0,0,2854
"5934","cbsnyt",4,"9155",0,23,4,2,0,0,756
"5935","cbsnyt",4,"9155",1,19,2,2,1,0,1239
"5936","cbsnyt",4,"9155",0,22,4,3,0,0,380
"5937","cbsnyt",4,"9155",0,7,4,2,1,0,717
"5938","cbsnyt",4,"9155",0,14,2,4,0,0,1597
"5939","cbsnyt",4,"9155",1,22,4,2,0,0,1204
"5940","cbsnyt",4,"9155",1,33,4,1,0,0,1438
"5941","cbsnyt",4,"9155",1,11,2,2,0,0,1387
"5942","cbsnyt",4,"9155",0,41,1,2,1,0,1239
"5943","cbsnyt",4,"9155",0,19,2,1,0,1,2936
"5944","cbsnyt",4,"9155",1,21,2,3,0,0,2094
"5945","cbsnyt",4,"9155",0,49,2,3,0,0,1047
"5946","cbsnyt",4,"9155",0,23,3,3,1,0,792
"5947","cbsnyt",4,"9155",1,48,3,4,1,0,244
"5948","cbsnyt",4,"9155",1,15,2,4,0,0,2395
"5949","cbsnyt",4,"9155",0,22,3,2,0,0,690
"5950","cbsnyt",4,"9155",1,10,2,1,1,0,3986
"5951","cbsnyt",4,"9155",NA,39,1,4,0,0,848
"5952","cbsnyt",4,"9155",1,22,3,2,0,0,690
"5953","cbsnyt",4,"9155",0,23,2,2,1,0,1189
"5954","cbsnyt",4,"9155",0,36,4,3,0,0,1072
"5955","cbsnyt",4,"9155",1,16,3,2,1,0,580
"5956","cbsnyt",4,"9155",0,10,4,3,0,0,373
"5957","cbsnyt",4,"9155",0,39,4,3,1,0,678
"5958","cbsnyt",4,"9155",1,13,3,2,0,0,295
"5959","cbsnyt",4,"9155",0,28,2,4,1,0,1427
"5960","cbsnyt",4,"9155",NA,44,4,3,1,0,666
"5961","cbsnyt",4,"9155",0,17,1,4,0,0,1597
"5962","cbsnyt",4,"9155",0,26,1,3,0,0,2535
"5963","cbsnyt",4,"9155",1,15,3,3,1,0,528
"5964","cbsnyt",4,"9155",1,31,2,3,1,0,1429
"5965","cbsnyt",4,"9155",0,31,4,2,0,0,803
"5966","cbsnyt",4,"9155",1,25,4,2,1,0,352
"5967","cbsnyt",4,"9155",0,25,3,2,0,0,338
"5968","cbsnyt",4,"9155",1,10,4,1,0,0,941
"5969","cbsnyt",4,"9155",1,44,4,3,0,0,745
"5970","cbsnyt",4,"9155",0,31,3,2,1,0,616
"5971","cbsnyt",4,"9155",0,11,2,2,1,0,620
"5972","cbsnyt",4,"9155",0,22,2,3,1,0,1905
"5973","cbsnyt",4,"9155",0,3,2,3,0,0,1367
"5974","cbsnyt",4,"9155",1,41,4,4,0,0,928
"5975","cbsnyt",4,"9155",1,25,4,2,1,0,704
"5976","cbsnyt",4,"9155",NA,50,3,3,1,0,528
"5977","cbsnyt",4,"9155",1,14,4,2,1,0,675
"5978","cbsnyt",4,"9155",1,14,1,3,1,0,1510
"5979","cbsnyt",4,"9155",NA,14,2,3,1,0,897
"5980","cbsnyt",4,"9155",0,14,3,2,1,0,580
"5981","cbsnyt",4,"9155",0,21,4,2,1,0,704
"5982","cbsnyt",4,"9155",1,36,1,4,1,0,1510
"5983","cbsnyt",4,"9155",0,43,2,2,1,0,1239
"5984","cbsnyt",4,"9155",0,37,2,3,0,0,1570
"5985","cbsnyt",4,"9155",1,21,2,3,1,0,468
"5986","cbsnyt",4,"9155",1,4,2,4,0,0,1664
"5987","cbsnyt",4,"9155",1,48,4,2,0,0,686
"5988","cbsnyt",4,"9155",1,5,3,4,1,0,244
"5989","cbsnyt",4,"9155",0,6,3,1,1,0,1279
"5990","cbsnyt",4,"9155",0,5,2,3,0,0,911
"5991","cbsnyt",4,"9155",0,5,3,1,0,1,1256
"5992","cbsnyt",4,"9155",0,5,3,2,0,0,589
"5993","cbsnyt",4,"9155",1,44,2,4,0,0,832
"5994","cbsnyt",4,"9155",1,19,2,4,1,0,743
"5995","cbsnyt",4,"9155",1,45,3,3,0,0,536
"5996","cbsnyt",4,"9155",0,3,2,3,1,0,407
"5997","cbsnyt",4,"9155",1,5,3,4,0,0,546
"5998","cbsnyt",4,"9155",1,44,2,2,0,0,1387
"5999","cbsnyt",4,"9155",0,45,3,2,1,0,526
"6000","cbsnyt",4,"9155",1,4,3,2,1,0,302
"6001","cbsnyt",4,"9155",0,44,3,1,0,0,548
"6002","cbsnyt",4,"9155",1,25,3,1,0,0,1645
"6003","cbsnyt",4,"9155",0,50,3,2,0,0,325
"6004","cbsnyt",4,"9155",1,22,3,1,1,0,998
"6005","cbsnyt",4,"9155",1,19,2,1,1,0,1329
"6006","cbsnyt",4,"9155",0,11,1,4,0,0,832
"6007","cbsnyt",4,"9155",1,34,2,3,1,0,935
"6008","cbsnyt",4,"9155",1,49,2,4,0,0,1664
"6009","cbsnyt",4,"9155",1,44,2,2,1,0,2478
"6010","cbsnyt",4,"9155",1,4,2,3,1,0,935
"6011","cbsnyt",4,"9155",1,1,4,2,1,0,704
"6012","cbsnyt",4,"9155",1,44,1,3,1,0,1573
"6013","cbsnyt",4,"9155",NA,1,2,2,0,1,1826
"6014","cbsnyt",4,"9155",0,44,4,3,1,0,333
"6015","cbsnyt",4,"9155",NA,50,1,4,1,0,1427
"6016","cbsnyt",4,"9155",1,33,4,3,0,0,759
"6017","cbsnyt",4,"9155",1,33,2,2,1,0,1894
"6018","cbsnyt",4,"9155",1,40,4,2,1,0,717
"6019","cbsnyt",4,"9155",1,33,4,2,1,0,717
"6020","cbsnyt",4,"9155",0,5,3,3,1,0,479
"6021","cbsnyt",4,"9155",1,23,4,3,0,0,715
"6022","cbsnyt",4,"9155",0,44,1,4,0,0,832
"6023","cbsnyt",4,"9155",0,37,3,4,1,0,560
"6024","cbsnyt",4,"9155",1,33,4,3,1,0,339
"6025","cbsnyt",4,"9155",0,1,2,3,1,0,935
"6026","cbsnyt",4,"9155",0,14,1,3,0,1,1112
"6027","cbsnyt",4,"9155",0,5,3,1,0,0,954
"6028","cbsnyt",4,"9155",1,44,4,4,1,0,829
"6029","cbsnyt",4,"9155",0,50,2,4,1,0,713
"6030","cbsnyt",4,"9155",0,34,4,2,0,0,788
"6031","cbsnyt",4,"9155",0,26,4,1,0,0,903
"6032","cbsnyt",4,"9155",0,14,3,2,0,0,650
"6033","cbsnyt",4,"9155",1,16,4,2,1,0,675
"6034","cbsnyt",4,"9155",1,14,3,1,0,0,1052
"6035","cbsnyt",4,"9155",0,44,3,3,0,0,616
"6036","cbsnyt",4,"9155",0,21,1,3,0,0,1761
"6037","cbsnyt",4,"9155",0,36,2,4,1,0,1427
"6038","cbsnyt",4,"9155",0,18,3,2,0,0,1015
"6039","cbsnyt",4,"9155",0,39,1,4,1,0,1515
"6040","cbsnyt",4,"9155",1,21,3,3,1,0,275
"6041","cbsnyt",4,"9155",0,44,1,3,0,0,881
"6042","cbsnyt",4,"9155",0,10,3,1,1,0,980
"6043","cbsnyt",4,"9155",1,22,4,2,1,0,359
"6044","cbsnyt",4,"9155",NA,22,3,1,1,0,998
"6045","cbsnyt",4,"9155",1,50,4,2,1,0,338
"6046","cbsnyt",4,"9155",0,48,4,2,0,0,1372
"6047","cbsnyt",4,"9155",1,6,4,2,0,0,686
"6048","cbsnyt",4,"9155",1,24,3,3,1,0,264
"6049","cbsnyt",4,"9155",0,14,3,2,0,0,650
"6050","cbsnyt",4,"9155",0,28,3,4,0,0,601
"6051","cbsnyt",4,"9155",1,38,4,2,1,0,613
"6052","cbsnyt",4,"9155",1,31,3,1,0,0,559
"6053","cbsnyt",4,"9155",0,44,3,2,1,0,907
"6054","cbsnyt",4,"9155",1,19,3,2,1,0,605
"6055","cbsnyt",4,"9155",0,50,2,4,0,0,1597
"6056","cbsnyt",4,"9155",0,26,3,1,0,0,2104
"6057","cbsnyt",4,"9155",0,17,2,3,1,1,580
"6058","cbsnyt",4,"9155",1,44,3,4,1,0,840
"6059","cbsnyt",4,"9155",1,14,3,2,0,0,650
"6060","cbsnyt",4,"9155",0,1,3,3,0,0,616
"6061","cbsnyt",4,"9155",1,10,3,2,0,0,677
"6062","cbsnyt",4,"9155",1,44,4,3,0,0,373
"6063","cbsnyt",4,"9155",1,44,4,3,1,0,666
"6064","cbsnyt",4,"9155",0,44,4,3,0,0,745
"6065","cbsnyt",4,"9155",0,5,2,2,0,0,604
"6066","cbsnyt",4,"9155",0,5,3,2,0,1,1163
"6067","cbsnyt",4,"9155",1,48,2,2,0,0,1207
"6068","cbsnyt",4,"9155",1,38,4,2,1,0,613
"6069","cbsnyt",4,"9155",0,14,2,2,0,1,1752
"6070","cbsnyt",4,"9155",0,5,2,2,1,0,1079
"6071","cbsnyt",4,"9155",0,26,2,2,1,0,1189
"6072","cbsnyt",4,"9155",1,4,3,3,1,0,550
"6073","cbsnyt",4,"9155",1,47,3,3,1,0,275
"6074","cbsnyt",4,"9155",NA,19,2,1,0,1,3915
"6075","cbsnyt",4,"9155",1,44,4,1,0,0,941
"6076","cbsnyt",4,"9155",0,43,2,2,1,0,1239
"6077","cbsnyt",4,"9155",0,34,4,2,1,0,1056
"6078","cbsnyt",4,"9155",0,16,2,1,1,0,637
"6079","cbsnyt",4,"9155",1,41,1,4,1,0,1487
"6080","cbsnyt",4,"9155",0,44,2,3,1,0,935
"6081","cbsnyt",4,"9155",0,44,2,2,1,0,620
"6082","cbsnyt",4,"9155",0,39,3,3,1,1,362
"6083","cbsnyt",4,"9155",1,23,2,4,1,0,713
"6084","cbsnyt",4,"9155",0,36,3,4,0,0,601
"6085","cbsnyt",4,"9155",1,31,4,1,1,0,857
"6086","cbsnyt",4,"9155",1,22,2,1,1,0,677
"6087","cbsnyt",4,"9155",0,26,2,2,0,0,3328
"6088","cbsnyt",4,"9155",1,31,4,2,0,0,803
"6089","cbsnyt",4,"9155",1,49,3,1,0,0,1096
"6090","cbsnyt",4,"9155",1,26,2,4,1,0,1427
"6091","cbsnyt",4,"9155",1,26,2,2,1,0,1189
"6092","cbsnyt",4,"9155",1,18,4,3,1,0,666
"6093","cbsnyt",4,"9155",0,9,4,2,0,0,394
"6094","cbsnyt",4,"9155",1,39,4,2,0,0,803
"6095","cbsnyt",4,"9155",0,10,2,4,1,0,1487
"6096","cbsnyt",4,"9155",1,33,4,3,1,0,1017
"6097","cbsnyt",4,"9155",1,44,2,2,0,0,1387
"6098","cbsnyt",4,"9155",0,25,2,2,1,1,801
"6099","cbsnyt",4,"9155",0,39,4,2,1,0,717
"6100","cbsnyt",4,"9155",1,32,3,1,0,0,954
"6101","cbsnyt",4,"9155",1,50,3,3,1,0,792
"6102","cbsnyt",4,"9155",1,21,2,4,0,0,1664
"6103","cbsnyt",4,"9155",0,34,2,3,1,0,1870
"6104","cbsnyt",4,"9155",0,33,4,2,1,1,464
"6105","cbsnyt",4,"9155",1,14,2,1,0,0,2854
"6106","cbsnyt",4,"9155",0,26,4,2,0,0,756
"6107","cbsnyt",4,"9155",0,10,3,4,1,0,280
"6108","cbsnyt",4,"9155",1,11,2,1,0,0,2231
"6109","cbsnyt",4,"9155",0,10,3,2,0,0,677
"6110","cbsnyt",4,"9155",1,34,2,3,1,0,1870
"6111","cbsnyt",4,"9155",0,11,2,1,1,0,1329
"6112","cbsnyt",4,"9155",1,43,4,1,0,0,941
"6113","cbsnyt",4,"9155",NA,32,1,3,1,0,1369
"6114","cbsnyt",4,"9155",0,31,3,1,1,1,968
"6115","cbsnyt",4,"9155",0,50,3,2,1,0,580
"6116","cbsnyt",4,"9155",1,33,4,2,0,0,803
"6117","cbsnyt",4,"9155",NA,31,1,4,1,0,757
"6118","cbsnyt",4,"9155",1,31,3,4,0,0,639
"6119","cbsnyt",4,"9155",1,14,4,2,0,0,756
"6120","cbsnyt",4,"9155",0,18,3,2,1,0,605
"6121","cbsnyt",4,"9155",1,28,2,3,1,0,449
"6122","cbsnyt",4,"9155",1,18,4,2,1,0,704
"6123","cbsnyt",4,"9155",1,21,3,3,1,0,550
"6124","cbsnyt",4,"9155",1,14,2,1,0,0,1427
"6125","cbsnyt",4,"9155",0,34,2,3,0,0,1047
"6126","cbsnyt",4,"9155",0,16,2,2,1,0,1189
"6127","cbsnyt",4,"9155",1,44,4,2,0,0,394
"6128","cbsnyt",4,"9155",0,44,2,2,0,0,1387
"6129","cbsnyt",4,"9155",1,37,2,2,1,0,1239
"6130","cbsnyt",4,"9155",1,5,4,2,1,0,613
"6131","cbsnyt",4,"9155",1,5,4,2,1,0,613
"6132","cbsnyt",4,"9155",0,13,4,2,0,0,686
"6133","cbsnyt",4,"9155",0,5,4,1,0,0,819
"6134","cbsnyt",4,"9155",NA,5,1,4,1,0,324
"6135","cbsnyt",4,"9155",1,27,3,3,1,0,718
"6136","cbsnyt",4,"9155",1,6,3,3,0,0,804
"6137","cbsnyt",4,"9155",1,35,1,3,1,0,1510
"6138","cbsnyt",4,"9155",0,50,1,4,1,0,713
"6139","cbsnyt",4,"9155",1,24,3,1,1,0,940
"6140","cbsnyt",4,"9155",0,39,4,2,1,0,717
"6141","cbsnyt",4,"9155",0,39,1,4,0,0,1696
"6142","cbsnyt",4,"9155",0,15,3,1,0,0,1052
"6143","cbsnyt",4,"9155",1,48,3,2,1,0,526
"6144","cbsnyt",4,"9155",1,38,4,2,0,0,686
"6145","cbsnyt",4,"9155",0,33,3,1,0,1,1470
"6146","cbsnyt",4,"9155",0,48,4,3,0,0,648
"6147","cbsnyt",4,"9155",NA,5,3,2,0,1,969
"6148","cbsnyt",4,"9155",1,27,3,2,1,0,526
"6149","cbsnyt",4,"9155",1,48,3,3,1,0,479
"6150","cbsnyt",4,"9155",0,38,3,1,0,0,954
"6151","cbsnyt",4,"9155",1,48,2,1,1,0,1156
"6152","cbsnyt",4,"9155",1,48,3,2,1,0,263
"6153","cbsnyt",4,"9155",1,15,3,1,0,1,1385
"6154","cbsnyt",4,"9155",0,5,3,2,0,0,295
"6155","cbsnyt",4,"9155",1,5,4,2,1,0,613
"6156","cbsnyt",4,"9155",1,5,4,4,1,0,361
"6157","cbsnyt",4,"9155",0,38,2,3,1,0,814
"6158","cbsnyt",4,"9155",1,5,2,4,0,0,1449
"6159","cbsnyt",4,"9155",1,5,3,3,0,0,268
"6160","cbsnyt",4,"9155",0,48,4,2,0,0,686
"6161","cbsnyt",4,"9155",1,5,2,2,1,0,1079
"6162","cbsnyt",4,"9155",1,5,1,4,1,0,1294
"6163","cbsnyt",4,"9155",1,48,3,4,1,0,487
"6164","cbsnyt",4,"9155",0,23,2,3,1,0,449
"6165","cbsnyt",4,"9155",1,15,2,1,0,0,2141
"6166","cbsnyt",4,"9155",1,26,2,3,1,1,1160
"6167","cbsnyt",4,"9155",0,48,3,3,1,0,479
"6168","cbsnyt",4,"9155",1,5,2,3,1,0,407
"6169","cbsnyt",4,"9155",0,38,4,2,0,0,686
"6170","cbsnyt",4,"9155",0,48,3,2,1,0,263
"6171","cbsnyt",4,"9155",1,5,4,2,0,0,686
"6172","cbsnyt",4,"9155",1,5,4,4,1,0,361
"6173","cbsnyt",4,"9155",0,38,4,3,1,0,579
"6174","cbsnyt",4,"9155",1,48,4,4,1,0,361
"6175","cbsnyt",4,"9155",0,48,4,2,1,0,613
"6176","cbsnyt",4,"9155",0,48,3,2,0,0,589
"6177","cbsnyt",4,"9155",1,5,2,1,0,0,647
"6178","cbsnyt",4,"9155",0,48,4,2,0,0,1029
"6179","cbsnyt",4,"9155",1,29,2,3,1,0,407
"6180","cbsnyt",4,"9155",0,5,3,1,1,0,853
"6181","cbsnyt",4,"9155",NA,5,2,2,1,0,1079
"6182","cbsnyt",4,"9155",1,48,1,4,1,0,647
"6183","cbsnyt",4,"9155",0,5,3,3,1,0,239
"6184","cbsnyt",4,"9155",1,5,4,2,0,0,1029
"6185","cbsnyt",4,"9155",1,5,3,2,0,0,295
"6186","cbsnyt",4,"9155",1,48,2,1,0,0,1294
"6187","cbsnyt",4,"9155",0,5,2,4,1,0,1294
"6188","cbsnyt",4,"9155",1,5,2,4,0,0,724
"6189","cbsnyt",4,"9155",0,5,2,2,0,0,1207
"6190","cbsnyt",4,"9155",0,43,1,4,1,0,1487
"6191","cbsnyt",4,"9155",NA,48,3,1,0,0,477
"6192","cbsnyt",4,"9155",NA,5,2,2,1,0,1618
"6193","cbsnyt",4,"9155",NA,48,4,1,0,0,819
"6194","cbsnyt",4,"9155",NA,48,3,2,1,1,340
"6195","cbsnyt",4,"9155",NA,5,2,1,1,0,578
"6196","cbsnyt",4,"9155",NA,5,2,2,1,0,1079
"6197","cbsnyt",4,"9155",NA,5,1,3,1,0,2054
"6198","cbsnyt",4,"9155",NA,6,1,4,1,0,647
"6199","cbsnyt",4,"9155",NA,5,2,2,0,0,1207
"6200","cbsnyt",4,"9155",NA,44,1,2,1,0,2478
"6201","cbsnyt",4,"9155",NA,48,2,1,1,0,1156
"6202","cbsnyt",4,"9155",NA,5,2,3,1,0,814
"6203","cbsnyt",4,"9155",NA,5,1,1,1,0,1156
"6204","cbsnyt",4,"9155",NA,38,1,1,0,0,1294
"6205","cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"6206","cbsnyt",4,"9155",NA,38,4,2,0,0,686
"6207","cbsnyt",4,"9155",NA,48,2,1,1,0,1156
"6208","cbsnyt",4,"9155",NA,5,1,1,1,0,2313
"6209","cbsnyt",4,"9155",NA,10,2,1,1,0,1993
"6210","cbsnyt",4,"9155",NA,37,4,1,1,0,841
"6211","cbsnyt",4,"9155",NA,5,2,2,1,1,697
"6212","cbsnyt",4,"9155",NA,44,2,2,0,0,1387
"6213","cbsnyt",4,"9155",NA,33,1,2,1,0,1262
"6214","cbsnyt",4,"9155",NA,16,2,3,0,0,1004
"6215","cbsnyt",4,"9155",NA,5,3,2,1,0,526
"6216","cbsnyt",4,"9155",NA,41,1,3,0,0,1761
"6217","cbsnyt",4,"9155",NA,3,4,4,1,0,361
"6218","cbsnyt",4,"9155",NA,32,2,1,0,0,2589
"6219","cbsnyt",4,"9155",NA,5,4,2,1,0,306
"6220","cbsnyt",4,"9155",NA,6,3,1,1,0,1279
"6221","cbsnyt",4,"9155",NA,11,2,2,0,0,2774
"6222","cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"6223","cbsnyt",4,"9155",NA,33,2,2,0,0,707
"6224","cbsnyt",4,"9155",NA,18,2,4,0,0,832
"6225","cbsnyt",4,"9155",NA,1,3,1,1,1,1267
"6226","cbsnyt",4,"9155",NA,1,2,1,0,0,1487
"6227","cbsnyt",4,"9155",NA,11,2,2,0,0,1387
"6228","cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"6229","cbsnyt",4,"9155",NA,26,3,2,1,1,1126
"6230","cbsnyt",4,"9155",NA,1,2,1,1,0,664
"6231","cbsnyt",4,"9155",NA,14,2,2,0,0,666
"6232","cbsnyt",4,"9155",NA,43,1,4,1,0,743
"6233","cbsnyt",4,"9155",NA,44,1,2,0,0,1387
"6234","cbsnyt",4,"9155",NA,25,1,1,1,0,1993
"6235","cbsnyt",4,"9155",NA,36,2,1,0,0,1427
"6236","cbsnyt",4,"9155",NA,50,2,2,1,0,595
"6237","cbsnyt",4,"9155",NA,28,2,1,1,0,1275
"6238","cbsnyt",4,"9155",NA,5,3,2,1,1,681
"6239","cbsnyt",4,"9155",NA,21,4,3,0,0,1118
"6240","cbsnyt",4,"9155",NA,39,2,4,1,0,1515
"6241","cbsnyt",4,"9155",NA,21,2,1,1,0,1329
"6242","cbsnyt",4,"9155",NA,34,1,3,1,1,1017
"6243","cbsnyt",4,"9155",NA,48,4,1,0,0,410
"6244","cbsnyt",4,"9155",NA,47,3,1,1,0,980
"6245","cbsnyt",4,"9155",NA,10,1,4,0,0,832
"6246","cbsnyt",4,"9155",NA,33,1,2,0,1,1860
"6247","cbsnyt",4,"9155",NA,33,3,1,1,1,645
"6248","cbsnyt",4,"9155",NA,10,3,2,1,0,605
"6249","cbsnyt",4,"9155",NA,16,4,2,1,0,675
"6250","cbsnyt",4,"9155",NA,41,2,4,1,1,1923
"6251","cbsnyt",4,"9155",NA,34,2,1,0,0,1487
"6252","cbsnyt",4,"9155",NA,49,2,1,1,0,1329
"6253","cbsnyt",4,"9155",NA,22,2,1,1,0,3384
"6254","cbsnyt",4,"9155",NA,33,2,2,0,0,1413
"6255","cbsnyt",4,"9155",NA,47,2,1,1,0,664
"6256","cbsnyt",4,"9155",NA,5,4,2,0,0,343
"6257","cbsnyt",4,"9155",NA,25,3,1,0,0,1096
"6258","cbsnyt",4,"9155",NA,48,2,3,0,0,1367
"6259","cbsnyt",4,"9155",NA,6,1,2,1,0,2157
"6260","cbsnyt",4,"9155",NA,33,4,2,1,0,1076
"6261","cbsnyt",4,"9155",NA,33,4,2,0,1,1585
"6262","cbsnyt",4,"9155",NA,39,2,4,1,0,757
