reviews,search_term,title,location,summary
54 reviews,Data Analyst,Information Systems Analyst,"Walnut Creek, CA",Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Purpose of Role....
127 reviews,Data Analyst,Data Scientist,"San Francisco, CA",As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. How A Data Scientist Works. Can do small data modeling work:....
"12,807 reviews",Data Analyst,Quantitative Analytics Cons 1,"San Francisco, CA",Strong programming and data querying skills. Underlying commercial portfolio data research and analytics. Work closely with line of business partners to enhance...
,Data Analyst,Analyst Relations Manager,"Santa Clara, CA","You have a strong base set of analyst contacts, technology and business press contacts, an ability to form new analyst and media relationships quickly, and a..."
,Data Analyst,Insurance Analyst,"Walnut Creek, CA","Bachelor's Degree in Mathematics, Statistics, Operations Research, Industrial Engineering, or quantitative field and at least one year of experience using SQL,..."
8 reviews,Data Analyst,"Economic Analyst, Associate",,"
Economic Analyst, Associate. At least one year of relevant business/academic experience in macroeconomic forecasting or handling economic data and doing..."
,Data Analyst,Data Entry Support Analyst,,"
The Data Entry Support Analyst will be responsible for data entry, analyzing, reporting, and normalizing large data sets...."
,Data Analyst,Data Analyst,,"
We’re seeking a Data Analyst to help us drive key product insights that will have big impact for our company! Extensive experience querying large, complex data..."
,Data Analyst,Data Scientist,,"
Machine Learning, Multivariate Calculus, Data Munging, Data Visualization. Build QA Automation framework that provides real time alerts on data ingestion, drop..."
12 reviews,Data Analyst,Business Intelligence Analyst,,"
Strong verbal and written communication skills with ability to drive data driven insights across the organization...."
9 reviews,Data Analyst,Data Scientist,,"
Big data tools:. Do you enjoy the whole data science lifecycle from ideation, data exploration, model building, results communication, all the way to..."
,Data Analyst,Reporting Analyst(W2),,"
Hi, I am looking for Reporting Analyst(W2) @* *Pleasant Hill, Concord, SF,Charlotte , CA, NC for my client .* *Role :  Reporting Analyst(W2) "
17 reviews,Data Analyst,IS Business Analyst-Assistant,,"
Handling support requests - referring to the IS Business Analyst as needed. Assist IS Business Analyst in preparation of Annual, Quarterly, Monthly and other..."
430 reviews,Data Analyst,Reporting Analyst,,"
The Reporting Analyst collaborates. Reporting Analyst – Corporate Security. Constructs data metrics, statistics, and analyses...."
5 reviews,Data Analyst,Product Analyst,,"
We hope you'll join us!ResponsibilitiesWorking with engineering to implement, document, validate, and monitor our logging and metricsCrafting simple, dependable..."
429 reviews,Data Analyst,Staff Data Engineer,"Mountain View, CA","Product Management, Project Management, Data Architects, Data Scientists, Data Analysts, Software Engineers, and other Data Engineers...."
,Data Analyst,Employee Benefits Marketing Analyst/Underwriter,"Lafayette, CA",GENERAL PURPOSE OF THE POSITION Responsible for preparing presentation materials and providing renewal and mid-year analysis on the pricing of our National
39 reviews,Data Analyst,Financial Analyst needed for fast-growing company!,"San Francisco, CA","Strong interest in data analysis, econometric modelling and statistical analysis. Robert Half Finance & Accounting is looking for an outstanding Financial..."
,Data Analyst,Business Intelligence Manager,"San Francisco, CA","Recognize, troubleshoot, and resolve issues in our data. We have all the systems and data in place. You love data, and enjoy sharing insights with anyone in the..."
23 reviews,Data Analyst,Quality Analyst,"San Leandro, CA","Data reporting and analysis. Support assigned teams to identify data sources, identify data items needed and obtain reports...."
9 reviews,Data Analyst,Business Insights Analyst,,"
Analyst or Sr. Analyst – Business Analytics. Partner with technology and data engineering teams to operationalize insights...."
98 reviews,Data Analyst,Research Analyst,,"
The Research Analyst will be part of the Companies team, a division of Data Strategy. Assisting with special projects relating to company data...."
101 reviews,Data Analyst,"Growth Optimization, Analyst",,"
As a member of the team, you will play an essential role in setting goals and KPIs for the team, digging into user trends around platform engagement, and..."
,Data Analyst,Associate Data Scientist,,"
Perform exploratory and targeted data analyses on structured and unstructured data. May collaborate with technical teams on the application and deployment of..."
5 reviews,Data Analyst,Supply Chain Business and Data Analyst,,"
Supply Chain Business and Data Analyst. Expertise in MS-Excel, MS-Power Point, Data Warehouse, SQL, and Cognos Reporting Tools...."
,Data Analyst,Data Scientist,,"
Apply machine learning techniques on large data sets of sports data to identify events of interest in data...."
102 reviews,Data Analyst,CMG Business Data Analyst,,"
About Berkeley The University of California, Berkeley, is one of the world’s most iconic teaching and research institutions. Since 1868, Berkeley has fueled"
25 reviews,Data Analyst,Marketing Data Analyst Intern,,"
Marketing Data Analyst Intern. As a Marketing Data Analyst Intern, you will work closely with the Marketing Operations team members and cross-marketing..."
15 reviews,Data Analyst,Research Analyst,,"
The Research Analyst is responsible providing research services to the entire Firm. Work with the Director of Library and Research Services, the Manager of..."
53 reviews,Data Analyst,Data Scientist,,"
Instacart is powered by data. Our data science team is at the heart of this effort and is an essential ingredient in Instacart's aggressive growth plan and..."
4 reviews,Data Analyst,Actuarial Analyst I/II,"San Mateo, CA","This position can be filled as a Level I or Level II analyst.*. We seek a bright, knowledgeable and responsible analyst to develop rates and rating plans for..."
7 reviews,Data Analyst,Collateral Operations Analyst (Contract),"San Francisco, CA",Provide on-going support for member’s data files and maintenance of data maps. Support changes to the Bank’s member data requirements....
2 reviews,Data Analyst,Business / Pricing Analyst,"Milpitas, CA","In this key position within the Product Line Management team your focus will be on driving company wide pricing, pricing process, business and process analysis"
645 reviews,Data Analyst,IRAP Business Analyst 3 (7584),"Oakland, CA",IRAP Business Analyst 3 (7584). Manage production operation data processes including data validation. The incumbent is a key member of the IRAP team overseeing...
3 reviews,Data Analyst,Data Scientist,"Redwood City, CA","5+ years of work experience, preferably as data scientist or in highly analytical role. Work closely with product managers and analysts to understand key..."
,Data Analyst,Business Analyst,,"
You love data, gleaning insights from data, and enjoy helping team members make decisions based on data. The ability to proactively acquire, filter and clean..."
37 reviews,Data Analyst,"Insights Analyst, Elevate -San Francisco or New York",,"
You will become an expert at using SQL to extract data from LinkedIn’s massive data warehouse and turning that data into compelling stories that help our..."
,Data Analyst,"Data Scientist, Energy Analytics",,"
Minimum of 5 years experience working in a role that required data and analytic capabilities in the field of energy consumption/efficiency...."
,Data Analyst,Risk Associate,,"
Plastiq is seeking a data-driven, hard-working Risk Analyst. 1 to 3 years of work experience or recent graduate in Math, Economics or similar field...."
,Data Analyst,Product Analytics Lead,,"
You’ll lead a team of analysts and data-wranglers to create insights using data that will help influence the direction of Pinterest’s product and business..."
,Data Analyst,Business Intelligence Analyst,,"
Experience working with data is a plus. We are looking for driven and intelligent individuals to increase our data analytics capabilities, to partner with..."
16 reviews,Data Analyst,Technical Analyst,,"
Craft data APIs for best-in-class web and mobile applications. We are looking for technical analysts to apply strong technical knowledge and ability to our..."
,Data Analyst,Data Scientist,,"
Experience is collecting data from various data sources with different data platforms. Data Scientist, Expert*...."
2 reviews,Data Analyst,Business Intelligence Business Analyst,,"
Business Intelligence Business Analyst. Identify opportunities to use data to improve business performance. The BI Business Analyst acts as a liaison between..."
,Data Analyst,Product Analyst,,"
Proficient building models in Excel (experience with data analysis tools such as SQL is a plus). As a Product Analyst on Brightidea's Product Team, you will..."
6 reviews,Data Analyst,Ad Operations Specialist,"San Francisco, CA","Proven capability in providing data analysis and analytical insights to develop effective, revenue-producing ad campaigns...."
,Data Analyst,Public Finance Analyst,"San Francisco, CA","Collecting, analyzing and synthesizing economic and demographic data. Public Finance Analysts at DS&C are responsible for the successful processing of financial..."
,Data Analyst,Data Analyst - Pharma/Biotech W2 ONLY,"San Francisco, CA",Data Analyst - Pharma/Biotech W2 ONLY 12 Month Contract. Validate and model data from internal and external sources in support of Strategic Business Analysts...
,Data Analyst,Technical Business Analyst,"Fremont, CA","Technical Business Analyst*. Methodology development and data modeling:. The technical business analyst collects, documents, and maintains the authoritative..."
11 reviews,Data Analyst,Data Scientist,"Santa Clara, CA",Writing or modifying data pipelines to process and mine historical Surveyor data. Experience dealing with large amounts of unstructured data (experience with...
,Data Analyst,Customer Support Data Analyst-Forecasting,,"
Customer Support Data Analyst-Forecasting. The Customer Support Data Analyst will collaborate with the Finance team and other cross-functional business partners..."
4 reviews,Data Analyst,Business Analyst,,"
7+ years working as an Systems Analyst. Collaborate with other teams to optimize data flow across interconnected business processes...."
,Data Analyst,Data Scientist,,"
Credit Karma’s fast growing Data Sciences team is seeking an experienced Senior Data Scientist. Motivate and mentor other data scientists to grow their skills..."
,Data Analyst,Data Analyst,,"
Experience working with large datasets and using data analytics tools. RealtyShares has an immediate opening for a highly motivated BI/Data Analyst...."
,Data Analyst,Data Scientist (Platform),,"
Acquire and bring structure to data so that it can be used in our data systems and data apps. Experience programmatically structuring and cleaning data, and not..."
"3,509 reviews",Data Analyst,Health Data Analyst III,,"
Given project or task data requirements, determines the most efficient approach to data collection and validation and works independently to obtain needed data..."
65 reviews,Data Analyst,Consulting Analyst,,"
The Consulting Analyst will also contribute to ongoing development of our suite of technology services to improve the analysis of member data...."
24 reviews,Data Analyst,Finance & Strategy Analyst,,"
Experience with databases and data pulling tools (SQL). Ability to generate a “so what?” and recommendations from analysis rather than just presenting data...."
16 reviews,Data Analyst,Data Analyst,,"
Provide detailed review of extracted data to ensure data integrity and accuracy, and resolve any data anomalies or discrepancies that may be encountered...."
102 reviews,Data Analyst,Conduct Hearing Coordinator/Records Analyst,,"
Execute all other data management procedures within CSC. Respond to data requests made by the media, auditors, investigators, campus affiliates, or members of..."
,Data Analyst,Senior Consultant,"San Francisco, CA","Gather and analyse data; Oversee input from analysts, senior analysts and associates to ensure project is delivered to time and budget...."
,Data Analyst,Business and Media Analyst,"San Francisco, CA",Analyze media and response data looking for ways to optimize. Investigate all data and response anomalies by working with key members of the acquisition team....
31 reviews,Data Analyst,"Outcomes Analyst - Clinical Effectiveness (1.0FTE, Days)","Palo Alto, CA",Assists with data analysis; The Analysts responsibilities will include data entry and quality control checks for surveillance datasets that are integral to LPCH...
119 reviews,Data Analyst,Data Quality Analyst,"Novato, CA",The Data Analyst will support the Director of Data Analytics leading and performing complex data analytics that will drive improved business performance....
,Data Analyst,Project Controls Governance Analyst - W2 Only,"San Francisco, CA","4597331 Governance Analyst - W2 ONLY 3 Year Contract. Minimum 5 years of related analytical, business and operational experience in Procurement/ Quantity..."
3 reviews,Data Analyst,Mobile Growth Analyst,,"
You're proficient in conducting detailed data analyses and using metrics to drive business results. You will use data to identify opportunities for turbo..."
2 reviews,Data Analyst,Fraud & Spam Operations Analyst,,"
We are analysts, operations specialists, data scientists and engineers, with different quantitative and qualitative analytical skills...."
101 reviews,Data Analyst,Business Operations Analyst,,"
Ideal candidate brings some impressive know-how (and the understanding that there’s always more to learn)SQL experience strongly preferred (scripting languages..."
,Data Analyst,Data Analyst,,"
Communication and influencing skills to drive actions on data driven insights with stakeholders with various levels of data savviness...."
,Data Analyst,Data Scientist,,"
Drive the collection of new data and the understanding of existing data sources. As a Data Scientist on Pinterest's Product Science team, you love data and want..."
,Data Analyst,Data Analyst (with Preparation Material),,"
This is a remote position and we are hiring data analysts to help us analyze our business analytics and performance metrics data...."
35 reviews,Data Analyst,Data Analyst,,"
Zynga seeks a skilled, positive, and energetic Data Analyst to join the team! The Data Analyst works with key decision-makers on a daily basis as a data-driven..."
"1,370 reviews",Data Analyst,"Summer Analyst, McKesson mDNA",,"
McKesson Data and Analytics (mDNA) is seeking a Summer Analyst to support the team. Data visualization/exploration dashboard development...."
2 reviews,Data Analyst,Data Scientist,,"
Familiarity with ""big data"" tools:. This is not strictly an analyst role; Ability to eloquently form an argument backed up by data...."
264 reviews,Data Analyst,Data Analyst - Innovation Center. Job,,"
Data Analyst - Innovation Center. ​Sr Software Engineer – Data Architect. Experience in data modelling and payments industry a plus...."
,Data Analyst,Database Analyst,"San Francisco, CA",Our production voice network is spread between 10 strategic locations in 5 different countries. You will also assist in extracting and analysing key data from...
,Data Analyst,Outcome-Driven Innovation Market Research Analyst,"San Francisco, CA",The ODI Research Analyst is an important role on our client project teams; Strategyn is seeking an experienced Research Analyst to conduct our outcome-based...
31 reviews,Data Analyst,Segmentation Analyst - Marketing Analytics,"San Francisco, CA","Keep a constant eye out for potential improvements in analytics processes, data quality and data sources/tools...."
,Data Analyst,Manager - Data Analytics and IT Audit,"San Francisco Bay Area, CA",You will be a bridge between the Audit Team and the more specialized Data Analysts. You will leverage your dual background in Audit and Data Analytics to liaise...
,Data Analyst,Data and Policy Analyst - Statistical Programmer,"Burlingame, CA","Data and Policy Analysts perform a wide array of functions as part of the research process. At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts..."
"3,509 reviews",Data Analyst,Healthcare Data Analyst,,"
Tests and maintains data integrity across multiple databases (internal SAS, DB2, VSAM; Under general supervision, this position exists to assist the..."
,Data Analyst,SEO Analyst,,"
As SEO Analyst:. 1-3 years experience as an enterprise-level global SEO Analyst with proven results.*. San Francisco, CA*...."
,Data Analyst,Search Analyst,,"
Experience handling large data sets and preparing data for testing and analysis. A love of data and attention to detail - highly organized and analytical...."
,Data Analyst,"Data Analyst, User Acquisition and Marketing",,"
Experience with Tableau or other data exploration products. Experience creating, managing, analyzing, and editing complex financial or non-financial data models..."
,Data Analyst,Business Development and Strategic Partnerships Analyst,,"
Have great attention to detail, exceptional follow through, and be administratively strong in process and project management...."
,Data Analyst,Marketing Analyst,,"
Collaborate with team to coordinate our marketing strategy, campaigns, and editorial calendar. Manage our social media presence. Write content including blog"
,Data Analyst,Data Governance Analyst,,"
Data Governance Analyst. SIE is searching for a Data Governance Analyst to join its Corporate Data Governance team at our San Mateo, CA headquarter...."
124 reviews,Data Analyst,Quantitative Capacity Planning Analyst,,"
Quantitative Capacity Planning Analyst. Fearlessness in hacking complex engineering systems for data analysis purposes...."
,Data Analyst,Marketing Strategy and Operations Analyst,,"
Ensure data integrity across leads, campaigns, and opportunities. Ability to present data in a compelling and thoughtful way...."
,Data Analyst,Data Analyst/ Excel Developer,,"
MS Excel export - macros, embedded programs, data validation checks etc*. Confirming certain fields/cells are populated with data, in certain formats (e.g...."
,Data Analyst,Principal Data Scientist - CyberSecurity - SF,"San Francisco, CA","Data Science, Python, R, multi-dimensional data sets, Statistical modeling, Machine Learning:. Experience with multi-dimensional data sets...."
,Data Analyst,IT Data and Reporting Analyst,"San Francisco, CA","The Data and Reporting Analyst will design, develop programs and provide complex queries, reports and data extracts in a Microsoft centric environment to meet..."
"6,038 reviews",Data Analyst,Entry Level Data and Operations Analyst,"Menlo Park, CA","Influencing business teams with data driven recommendations and. Plus-Ability to take raw data, and produce actionable insights...."
"7,700 reviews",Data Analyst,ERP BI Report Developer - 105435,"San Carlos, CA","ERP BI Analyst. Requires excellent communication skills, strong working knowledge of report writing tools, data, and application administration ideally...."
,Data Analyst,Financial Planner and Analyst,"Emeryville, CA","Ripple is looking for a Financial Planner and Analyst to help guide our commercialization efforts. We believe strongly in data-driven decision-making, and you..."
6 reviews,Data Analyst,Jr. Database Analyst and Application Specialist,,"
Strong data interpretation and presentation skills. Experience using advanced SQL to create data queries, updates, extracts and reports...."
,Data Analyst,Customer Success Business Analyst,,"
Customer Success Business Analyst. Work on quarterly executive data reports for our customers with a high quality in data visualization...."
,Data Analyst,Data Scientist,,"
Good attention to detail and ability to QA multiple data sources*. Experience with data visualization tools such as Tableau*...."
,Data Analyst,Qualitative Research Analyst,,"
Attention to detail. We are looking for a bright, creative and resourceful individual to conduct research for a San Francisco-based investment firm...."
,Data Analyst,Business Intelligence Analyst,,"
Candidate must have solid experience with data visualization techniques, data manipulation, and data extraction. Business Intelligence Analyst...."
4 reviews,Data Analyst,Junior Analyst (Pipeline),,"
Research and gather data for more experienced analysts based on their guidance and direction. Good presentation skills, and ability to turn data into insights...."
,Data Analyst,Healthcare Data Analyst,,"
Affinity Medical Solutions Operating Division (AMS) of University HealthCare Alliance in downtown Oakland, CA, has a full-time opportunity for a Healthcare Data..."
"2,266 reviews",Data Analyst,Reporting Engineer & Analyst,,"
Reporting Engineers / Analysts are expected to process and interpret semi-structured or unstructured data into useful summaries / knowledge...."
,Data Analyst,Marketing Operations Analyst,,"
Is currently seeking a *Marketing Operations Analyst*. Monitor and maintain data quality within the marketing database...."
5 reviews,Data Analyst,Expansion Analyst,,"
Expansion Analyst – San Francisco, CA. Analyze and organize data around existing and future business opportunities...."
39 reviews,Data Analyst,Logistics Analyst,"Hayward, CA","Gathers data and conducts analysis with the goal of improving the organization's supply chain operations. Plays a crucial role in the negotiation, evaluation,..."
13 reviews,Data Analyst,"VP, Decision Science","San Francisco, CA","Combine disparate data sets (customer database, marketing behavior, macro-economic data, etc.). Decision Sciences is charged with bringing actionable and..."
127 reviews,Data Analyst,Data Scientist,"San Francisco, CA",As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. How A Data Scientist Works. Can do small data modeling work:....
400 reviews,Data Analyst,Financial Analyst,"Oakland, CA",Expert problem-solving abilities and ability to analyze quantitative and qualitative data. Attention to detail;...
"12,807 reviews",Data Analyst,Database Analyst 5 Business Direct,"San Francisco, CA","Database Analyst 5 - Business Direct. As part of the data team, the analyst will be interacting with both business and technical partners to determine..."
96 reviews,Data Analyst,"FULLTIME Eloqua Email Campaign Data Analyst (74440) job Oakland, CA","Oakland, CA","Top 3 - 5 required skills:. We are looking for a data analyst, someone who had previous experience creating reports and doing detailed analysis for complex..."
16 reviews,Data Analyst,Planning Analyst,,"
The Merchandise Planning Analyst will be responsible for assisting the Planning team in growing the women's apparel business. About Stitch Fix...."
,Data Analyst,Data Scientist,,"
Conduct ad-hoc data analyses; Deep understanding of and experience with machine learning and data analysis. Build production fraud and credit machine learning..."
102 reviews,Data Analyst,Data Analyst,,"
Must be familiar with logical data design and data mapping or data conversion. Must have knowledge relating to logical data design, data warehouse design, data..."
,Data Analyst,Data Analyst,,"
Proficient with PostgreSQL, Excel, R, Tableau, or equivalent data analysis and data visualization tools. The Data Analyst is responsible for compiling raw game..."
,Data Analyst,Data Analyst,,"
Run monthly extracts out of Salesforce on Sales Operations quote data and Sales Compensation Order Data...."
41 reviews,Data Analyst,Data Scientist,,"
ZipRealty’s Performance & Intelligence Team is looking for data geeks. Enthusiasm and experience manipulating and cleaning large data sets...."
"1,370 reviews",Data Analyst,Quality Assurance Analyst 2,,"
Complex problems where analysis of situation or data requires an in-depth. A Bachelor’s degree in the stated fields of study and 5 years of the stated...."
"1,478 reviews",Data Analyst,"Sr Associate Data Scientist, Big Data",,"
Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Perform explanatory data analyses, generate and test working..."
23 reviews,Data Analyst,MoPub - Fraud Analyst,,"
Conduct data analyses on trends in order to make improvements to fraud/abuse detection systems and refine processes around customer support...."
47 reviews,Data Analyst,Data Analyst,,"
Reconcile source data with data at vendor to support transition to PWM Data Warehouse. The Data Analyst works with subject matter experts from the project team..."
406 reviews,Data Analyst,DATA ANALYST JOB IN SAN FRANCISCO,"San Francisco, CA","Data Analyst Job in San Francisco, CA. A leading startup company is hiring a full-time Data Analyst in San Francisco, California...."
307 reviews,Data Analyst,"Data Warehouse Analyst, 2","Mountain View, CA",Experience • Relevant work experience as typically acquired in 3 to 5 years. Strong working knowledge of data modeling tools....
,Data Analyst,Fiber Analyst,"San Francisco Bay Area, CA",Providing full analysis on fibre network data. Understand and fully interpret Chromatic Dispersion and Polarization Mode Dispersion data....
18 reviews,Data Analyst,Business Analyst,"San Francisco, CA",The Business Analyst possesses the ability to lead and influence stakeholders in refining requirements and implementing new features for GGU's applications....
29 reviews,Data Analyst,Business Analyst,,"
Minimum of 2 years’ experience as a Business Analyst or Associate Business Analyst, preferably in an enterprise software, SaaS, Professional Services or..."
,Data Analyst,Data Scientist (Product),,"
A love of building out useful data, and not just analyzing already clean data sets. Acquire and structure data so that it can be used in both reports and data..."
,Data Analyst,Risk Analyst,,"
Candidate should be detail and service oriented. Risk Analyst/Liaison will provide support to the IT Risk Management and Security Services and regulatory driven..."
,Data Analyst,Business Intelligence Analyst,,"
Provides accurate analysis of a variety of data sources, including clickstream digital analytics data. He is an expert in data visualization and brings a high..."
,Data Analyst,Deal Pricing & Strategy Analyst – North America,,"
As a member of the Global Strategy & Pricing Team, you will support and execute on pricing strategies by providing guidance and approval to the Commercial and"
,Data Analyst,Marketing Data Analyst,,"
Is looking for a Marketing Data Analyst to work for our client in San Francisco, CA . 4+ years of Marketing Data Analytics experience...."
4 reviews,Data Analyst,Merchandising & Pricing Analyst,,"
Merchandising & Pricing Analyst. At the same time, Delivery Agent’s data analytics engine maximizes revenue potential through audience targeting and..."
,Data Analyst,Business Analyst,,"
Our services span data governance, data quality strategies, data management architecture, master data management strategy and implementation, analytics and big..."
234 reviews,Data Analyst,Business Analyst,,"
Improve quality and consistency of use of benchmarking data. Analyze monthly results and brief leaders on key trends, data relationships, risks and issues...."
10 reviews,Data Analyst,Data Capacity Analyst,,"
Superior statistical and data analysis skills. Technical background with a focus on systems and data center engineering...."
,Data Analyst,Analyst,"San Francisco, CA","This may include working the finance and accounting team for financial data, analyzing the data and incorporating them into presentation materials...."
,Data Analyst,Data Specialist: Biopharma Research and Business Development,"Redwood City, CA","The responsibilities include data collection, writing brief news items, data entry and data curation. Data Specialists collect, categorize, input, and edit..."
10 reviews,Data Analyst,"Analyst, Marketplace","San Bruno, CA",Ecommerce data analytics experience. Analyzes website data and provides insights. The Analytics Analyst will gather and analyze data to solve complex problems...
,Data Analyst,Behavioral Interventionist -- San Francisco,"San Francisco, CA","Company ipad along with electronic data collection system. Opportunity to learn from Board Certified Behavior Analysts (BCBAs), Master and PhD level Clinical..."
,Data Analyst,Social Advertising Strategist,"San Francisco, CA","1 to 3 years of relevant work experience in social media advertising, paid search marketing or media planning and/or another highly quantitative, analytical,..."
3 reviews,Data Analyst,Senior Healthcare Data Analyst,"Fairfield, CA","Experience validating and auditing data. Member, claims, clinical, and provider data) and operations, coupled with an extensive knowledge of large data set..."
9 reviews,Data Analyst,Billing Analyst - Media,,"
AKQA Media + Data is seeking a Media Billing Analyst to join our team in San Francisco. Media + Data Science is one of the fastest growing disciplines at AKQA..."
5 reviews,Data Analyst,Demand Planning Analyst,,"
Pulling and mining data from multiple sources. The Demand Planning Analyst is accountable for gathering data from all pertinent internal and external sources to..."
"3,509 reviews",Data Analyst,Data Analyst,,"
Tests and maintains data integrity. This position functions both as an analyst and as a statistical analytics programmer...."
,Data Analyst,Business Analyst,,"
Passion for data, analysis and automation. Excellent quantitative skills, significant experience with research design and data analysis...."
,Data Analyst,Financial Analyst,,"
The Finance Analyst will report to the Client Finance Manager. We blend data science, objective media and captivating experiences to build valuable connections..."
56 reviews,Data Analyst,"Analyst, Sr. Consumer Insights",,"
Consumer Insights Analyst is responsible for. Analyst leverages consumer insights to drive results,. Leads synthesis of data across multiple sources to...."
,Data Analyst,Data Analyst,,"
Partner account mergers and data quality integrity review. A strong attention to detail. Provide monthly, quarterly and ad-hoc reporting and metrics...."
,Data Analyst,Head of Data Engineering & Analytics,,"
From software and data engineers to data scientists to analysts, our data team is responsible for data storage, warehousing, ETL, and pipelines as well as data..."
7 reviews,Data Analyst,"Web Analyst, ZOBU",,"
The candidate must have excellent analytical / critical thinking skills, as well as a passion for analyzing complex data sets and making data driven decisions...."
6 reviews,Data Analyst,User Acquisition (Data) Analyst,,"
Excluding college courses and internships, you should have at least 2 years of experience as a data analyst or in an accounting role...."
,Data Analyst,Media and Business Analyst,"San Francisco, CA",Analyze media and response data looking for ways to optimize. Investigate all data and response anomalies by working with key members of the acquisition team....
11 reviews,Data Analyst,Quality Assurance Analyst,"Oakland, CA",Quality Assurance Analyst. Responsible for data entry into the internal data collection systems and county billing systems....
"12,807 reviews",Data Analyst,Credit Portfolio Consultant 2 (Debit Card Fraud Risk),"San Francisco, CA","Translate complex data from multiple sources, formats, data structure into actionable and tangible strategies...."
"4,180 reviews",Data Analyst,Allocation Analyst,"Dublin, CA",Allocation Analysts play an integral part in the Allocation Department. Attention to Detail. The Allocation Department is responsible for ensuring that all 1100...
98 reviews,Data Analyst,Research Analyst,"San Francisco, CA","Research & Data Science*. The Research Analyst will be part of the Companies team, a division of Data Strategy...."
90 reviews,Data Analyst,Business Intelligence Analyst,,"
We are looking for a dynamic, proactive, information hungry, data loving, curious, story-telling, hands-on Business Analyst...."
9 reviews,Data Analyst,Data Scientist,,"
Ability to use SQL to perform data analysis. At Fanatics, we are passionate about leveraging data to drive growth and operational efficiencies...."
,Data Analyst,Analyst,,"
Passion for making meaning of large, complex, imperfect data sets. Experience with data visualization, scripting, and statistical analysis is a bonus...."
126 reviews,Data Analyst,"BlackRock - Associate, West Region Sales, Cash Management",,"
Supporting the sales team’s prospecting efforts by providing data analysis, assisting with pitch book production, accompanying in meetings and conference calls..."
2 reviews,Data Analyst,Pricing Analyst,,"
Ability to operate as an analyst and to understand the sales organization within a SaaS company. We are seeking an individual who understands pricing from..."
23 reviews,Data Analyst,Web Analyst,,"
Create holistic dashboards by pulling data from different data sources and websites for presentations to senior management team...."
"3,509 reviews",Data Analyst,Business Analyst,,"
Data / reporting application knowledge for the purpose of aggregating data and converting data into usable formats and patterns...."
406 reviews,Data Analyst,DATA ANALYST JOB IN SAN FRANCISCO,,"
Data Analyst Job in San Francisco, CA. A leading startup company is hiring a full-time Data Analyst in San Francisco, California...."
,Data Analyst,Data Analyst,,"
We are seeking a Data Analyst to help turn campaign finance data into compelling stories about money and influence...."
7 reviews,Data Analyst,Collateral Operations Analyst (Contract),,"
Provide on-going support for member’s data files and maintenance of data maps. Support changes to the Bank’s member data requirements...."
,Data Analyst,Sales Operations Manager,"San Francisco, CA","5+ years of sales operations experience as a manager or senior analyst. Partner with sales leadership, engineering and analytics teams to develop high-impact..."
11 reviews,Data Analyst,Dynamics AX Techno Functional Analyst,"Pleasanton, CA","5 - 7 Years of experience with Dynamics AX implementation, upgrade and application support. Develop, customize forms in AX, build reports, writing SQL queries..."
16 reviews,Data Analyst,Information Systems Analyst (IS),"Fremont, CA","The ability to gather data, compiles information, and prepares reports. Perform ad-hoc data analysis using tools such as NexGen, Access, Excel, Crystal Reports,..."
39 reviews,Data Analyst,"Economic Analyst, Associate","San Francisco, CA",At least one year of relevant business/academic experience in macroeconomic forecasting or handling economic data and doing analysis is highly preferable....
44 reviews,Data Analyst,Analytics Implementation Specialist,"San Francisco, CA","As a member of the Data Warehousing & Analytics team, you'll collaborate closely with analysts, data warehouse engineers, product managers, data scientists, and..."
508 reviews,Data Analyst,Revenue Optimization Analyst,,"
# Revenue Optimization Analyst. Must be able to translate complex data into key messages. The Revenue Optimization analyst will report into the Senior Program..."
234 reviews,Data Analyst,"Rate Data Analyst, Principal - Rate Data Analyst, Principal...",,"
The Product Manager (Rate Data Analyst, Principal) aligns internal and external customer needs, technology readiness, and regulatory policies to develop and..."
,Data Analyst,Data Scientist,,"
Our data infrastructure includes:. The ability to handle both structured financial data and unstructured data (including regulatory filings, news, social and..."
20 reviews,Data Analyst,Data Systems Associate (SQL/Python),,"
Non-profit organization of public college preparatory schools is looking to bring on a Data Systems Analyst to help maintain databases and enhance automation of..."
23 reviews,Data Analyst,Business Analyst,,"
Immediate focus areas are data standardization, data systems and data best practices for our user database. Lead data standardization efforts, data governance,..."
,Data Analyst,Data Scientist,,"
Research, design, implement, and validate develop algorithms to analyze diverse sources of school quality data and create school ratings other data products,..."
,Data Analyst,Data Scientist,,"
Design scalable algorithms utilizing large amounts of data for powering data driven products. SpoonRocket is looking for a motivated individual to join the Data..."
,Data Analyst,Data Engineer,,"
Collaborating with data scientists, internal analysts, and external research partners to automate systems and processes to provide the right data at the right..."
224 reviews,Data Analyst,Product Analyst,,"
Post deployment, the product analyst will participate in solution adoption activities, and support future functional enhancement requests...."
,Data Analyst,Quantitative Analyst,,"
A minimum 2+ years of relevant corporate work experience working on programming, data analytics, quantitative modeling...."
310 reviews,Data Analyst,Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA","Develops analysis specifications in partnership with Data Analysts. Good understanding of research and commercial real-world data sources, national and regional..."
